# Number of Traces
8985
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
2425; 28; 176; 3.0729982139577627e-01; 4.1139685146280613e-01; 8.2218010709607725e-01; 1.5951518993174627e-01; 4.4587520070966685e-01; 6.3654114811444340e-01
2426; 28; 177; 4.0792865582716720e-01; 3.2554039571863108e-01; 4.1318655715440838e-01; 1.0580625980814706e+00; 4.0179012454146623e-02; 8.2450473035622474e-02
2427; 28; 178; 5.5561738107297320e-01; 3.1712166702193600e-01; 8.2218010709607736e-01; 4.2052496354056662e-01; 3.4873469415426928e-01; 6.5330655183417274e-01
2428; 28; 179; 2.4975178630187925e-01; 4.3324529274798806e-01; 8.2218010709607725e-01; 2.4197689244020851e-01; 4.3525437184356974e-01; 8.1408897411113412e-01
2429; 28; 180; 1.1416167878208019e+00; 8.1031094163025952e-02; 7.0534504179757507e-01; 1.5067138884736053e-01; 4.2258092403111952e-01; 4.0779076944130022e-01
2430; 28; 182; 3.9581924393326018e-01; 3.7778994546240485e-01; 8.2218010709607725e-01; 6.6304346651780033e-01; 2.0525628011645711e-01; 2.1210367511661449e-01
2431; 28; 183; 2.1194455065497853e-01; 4.0911813397438451e-01; 4.9190247220412081e-01; 1.4027909317274212e-01; 3.9520796231870592e-01; 1.3898760436199570e-01
2432; 28; 187; 6.5699077809450357e-01; 2.7863467595281399e-01; 8.2218010709607736e-01; 8.3871454772280130e-01; 1.6543257203300188e-01; 4.4273326325240769e-01
2433; 28; 189; 4.1811706736620630e-01; 3.4413491870964658e-01; 6.0598089831321933e-01; 1.4020811147540924e-01; 3.9502101654485788e-01; 1.3715177036397941e-01
2434; 28; 193; 2.2327808880028369e-01; 3.9801614070719010e-01; 4.3354604576235717e-01; 4.2360537290804506e-01; 2.8105433344289410e-01; 8.2450472044312328e-02
2435; 28; 195; 6.4781750232215485e-01; 1.9960809706150567e-01; 1.1401136725707417e-01; 5.9130220695513602e-01; 3.0357371839456310e-01; 8.2218010709607736e-01
2436; 28; 196; 4.3538833236010599e-01; 3.2387369535499688e-01; 4.8836008195795827e-01; 5.9857518055596926e-01; 2.1462604335726782e-01; 8.2450472044312328e-02
2437; 28; 197; 6.1984561037342356e-01; 2.8552462407507584e-01; 7.6027656493766049e-01; 4.0514773596052434e-01; 3.0508247066724359e-01; 2.2853648304043400e-01
2438; 28; 198; 8.5849176511874381e-01; 1.1594722265384888e-01; 8.2450472044312328e-02; 7.3829308629757406e-01; 2.0587587917504363e-01; 4.6262605450633654e-01
2439; 28; 199; 1.1151941599988873e+00; 3.0850331195983516e-02; 1.8854921850295725e-01; 9.5327467782504982e-01; 7.9962346924944111e-02; 8.2450473805050439e-02
2440; 29; 31; -5.7085533741125710e-02; 6.6955441619876266e-01; 7.6868057180155669e-01; 4.1377121130812305e-01; -1.1132662809868077e-02; 1.0291419532639843e+00
2441; 29; 32; 8.4094635467198586e-02; 4.7129845285486582e-01; 1.0830111886890201e+00; 1.1030046623925198e-01; 4.2085275733816507e-01; 5.8929312231865238e-01
2442; 29; 33; -1.0110312305107505e-01; 7.4572453773795777e-01; 1.2515392585547216e+00; -1.4730075444394880e-01; 8.0872927913545212e-01; 1.0730470279558391e+00
2443; 29; 34; 2.5206439838869565e-01; 2.1593627375855784e-01; 6.6862001677956873e-01; 2.5713929080440356e-01; 2.0656970585263965e-01; 5.8929312231865238e-01
2444; 29; 37; 2.4082253522152963e-01; 2.4336593449970484e-01; 1.1146385094648046e+00; 3.1439882126393737e-01; 1.2301042274183484e-01; 5.8929312231865238e-01
2445; 29; 48; 3.5812161614900007e-01; 6.3822344960827393e-02; 7.7608384002382313e-01; 4.1018709518828300e-01; -1.3588700684128777e-02; 7.1816937104440393e-01
2446; 29; 50; -1.4471213483441578e-01; 8.0936351159160858e-01; 1.2515392585547214e+00; -1.4530719594019786e-01; 8.1009543709172371e-01; 1.2460187329103460e+00
2447; 29; 53; 3.4551525298108571e-01; 8.0133394023832072e-02; 6.9170870246273708e-01; 2.9535791695664232e-01; 1.5079696414254390e-01; 5.8929312231865238e-01
2448; 29; 54; -1.5227940282008345e-01; 8.0531764847324860e-01; 6.4107989367825180e-01; -8.7968987971925761e-02; 7.1018893149532580e-01; 5.8929313683182349e-01
2449; 29; 55; 9.4619833437280337e-02; 4.5683988225900041e-01; 1.1194608730418432e+00; 1.8469587246848163e-01; 3.1228695595345446e-01; 5.8929312231865238e-01
2450; 29; 57; 4.0081031066195039e-02; 5.3321560837320625e-01; 9.8946317490049907e-01; 4.1106809924453058e-01; -1.2984987383686407e-02; 7.9460887983938899e-01
2451; 29; 61; -1.5105627503249769e-01; 8.0615580474464976e-01; 7.4720347997179881e-01; 1.4494573532196686e-01; 3.7147097687680752e-01; 6.3688483613157321e-01
2452; 29; 67; -6.8939688986471764e-02; 6.8241932547332373e-01; 5.8929312231865238e-01; -1.5075211617174697e-01; 8.0636426253354920e-01; 7.7359480315177787e-01
2453; 29; 68; 3.4472686270434127e-01; 7.8752473356345359e-02; 5.8929312231865238e-01; 3.5119567506480753e-01; 6.9767614025695313e-02; 6.0770660378592745e-01
2454; 29; 69; -1.0324988604262925e-03; 5.8594572600776229e-01; 6.9544991882426943e-01; 2.1339563688604490e-01; 2.8647843983242849e-01; 1.2395806073663469e+00
2455; 29; 70; 1.6684674627937876e-01; 3.3833432617367931e-01; 5.8929312231865238e-01; 2.1477289755700985e-01; 2.7229069250354954e-01; 7.4689099865431285e-01
2456; 29; 73; 9.1399112098579566e-02; 4.4931874008565031e-01; 6.2502081612038629e-01; 8.4669944704105882e-02; 4.5825557898278879e-01; 5.8929312231865238e-01
2457; 29; 75; -1.7132660051338372e-02; 6.0681692071766813e-01; 5.8929312231865238e-01; -1.2428113649138287e-01; 7.6962749772314776e-01; 8.5016274756753540e-01
2458; 29; 76; -1.0042131824196332e-02; 6.0697377277808062e-01; 1.0142652962279215e+00; -4.7079978851905790e-02; 6.5051927856069303e-01; 5.8929312231865238e-01
2459; 29; 77; -5.5944520737864711e-02; 6.6345537441595570e-01; 5.8929312907020126e-01; -9.9843274528160941e-02; 7.2770728853218025e-01; 5.9698484139063890e-01
2460; 29; 79; 2.6232862684140601e-01; 2.1117985779852436e-01; 1.0821886944241110e+00; 3.9932233620752505e-01; -9.1913048687847221e-04; 5.8929312231865238e-01
2461; 29; 80; 4.0990239700739339e-01; -1.3783792130695360e-02; 6.9346778179674984e-01; 3.1584960340277868e-01; 1.2089328509921254e-01; 5.8929312806783130e-01
2462; 29; 82; 2.9944683293135244e-01; 1.4482997690382490e-01; 5.8929312231865238e-01; 2.5447791124055841e-01; 2.2372913811294576e-01; 1.1263955616494807e+00
2463; 29; 83; 4.1110712402136484e-01; -1.2958241159612749e-02; 7.9799500124551881e-01; 3.3980236223081883e-01; 8.7640095202342616e-02; 6.5812214170473604e-01
2464; 29; 85; -4.5666961700344399e-02; 6.5850936039946584e-01; 9.9597814936942552e-01; 9.4794733639826878e-02; 4.4348039486361523e-01; 5.8929312231865238e-01
2465; 29; 89; 3.6609851872674304e-01; 4.7691867816706035e-02; 5.9444015548652729e-01; 3.6168972453063952e-01; 5.3998435966835123e-02; 5.8929313349089796e-01
2466; 29; 90; 1.8922849876767603e-01; 3.1028031416006252e-01; 7.7571627241381602e-01; 1.4119257174117067e-01; 3.7577166483168828e-01; 5.8929312231865238e-01
2467; 29; 91; 3.1368859212399003e-01; 1.2404686571127815e-01; 5.8929312231865238e-01; 4.1031114204126440e-01; -1.3503690290644965e-02; 7.2893244726387063e-01
2468; 29; 92; 7.1414043008734523e-02; 4.9390560696648289e-01; 1.2489793554183262e+00; 1.8654905617250112e-03; 5.7909277011918336e-01; 5.8929312231865238e-01
2469; 29; 95; 5.4132320208887086e-02; 5.0594607542460979e-01; 7.1579219205527445e-01; 1.3517421456639783e-01; 3.8455430078753472e-01; 5.8929312231865238e-01
2470; 29; 97; -8.7139173547535753e-02; 7.1126676820418555e-01; 6.8189233301913510e-01; -1.1746579175790084e-01; 7.5592391501803335e-01; 6.9812696353731885e-01
2471; 29; 98; -5.3072323352031381e-03; 5.8991972377551760e-01; 6.0384747912921288e-01; -6.6561403587343942e-03; 5.9152845313882729e-01; 5.8929312231865238e-01
2472; 29; 99; 3.5746813461375981e-01; 6.0159035540946565e-02; 5.8929314191355531e-01; 4.0873773660007717e-01; -1.4581883235753712e-02; 5.9241706590885401e-01
2473; 29; 102; 4.1624717942513212e-01; -9.4359891892189518e-03; 1.2439671226941420e+00; 4.1556819864657296e-01; -8.3581757746573060e-03; 1.2474857849572771e+00
2474; 29; 110; 1.2876264181144831e-01; 3.9391075933193309e-01; 5.8929312231865238e-01; 7.6130815225449178e-03; 5.8169063439968927e-01; 1.0337356895634831e+00
2475; 29; 111; 2.0664584872111086e-01; 2.8858211151810925e-01; 9.2618135105125254e-01; -1.9950170151555421e-02; 6.1092853536490954e-01; 5.8929312231865238e-01
2476; 29; 112; -5.5089172667874858e-02; 6.6984072151881957e-01; 8.9812940622400406e-01; -1.0008890471843862e-03; 5.8327570042478794e-01; 5.8929312231865238e-01
2477; 29; 114; -8.2292760136822268e-02; 7.0747350990858693e-01; 8.1455917854056548e-01; -1.0739211146338343e-01; 7.3853324799867981e-01; 5.8929312231865238e-01
2478; 29; 116; -7.9905422653605923e-02; 6.9842170685256499e-01; 5.8929312231865250e-01; -8.4923677482195953e-02; 7.0603781893794926e-01; 6.0114452665388263e-01
2479; 29; 126; 6.0801964614243274e-02; 5.0945517002340901e-01; 1.2515392585547214e+00; -1.0035156762431136e-03; 5.8425634026356921e-01; 6.2881246057814577e-01
2480; 29; 127; 2.0375448467943322e-01; 3.0084343325808710e-01; 1.2515392585547216e+00; 2.6785826571576543e-01; 1.9385690621321885e-01; 7.0781328537097898e-01
2481; 29; 130; 1.4187891058293378e-01; 3.8189821140524094e-01; 8.7768058890791945e-01; 4.1062664875489890e-01; -1.3287493572264681e-02; 7.5630684925514136e-01
2482; 29; 133; -1.2679218466260878e-01; 7.6684392738802643e-01; 5.8929312231865238e-01; -3.5547286216807444e-02; 6.3906577644232732e-01; 8.0680361278984192e-01
2483; 29; 134; 4.1280488616083238e-01; -1.1794842971656339e-02; 9.4529963530637950e-01; -4.3287850681507159e-02; 6.4634250362330281e-01; 6.4419854732416149e-01
2484; 29; 135; 4.1174088339799658e-01; -1.2523957597670776e-02; 8.5298239674974985e-01; 1.9122850924323537e-01; 3.0275382760114938e-01; 5.8929311698988707e-01
2485; 29; 137; 2.1342952827604700e-01; 2.8304960366532356e-01; 1.1028587981385614e+00; 3.8603215560046372e-01; 1.8475334592153198e-02; 5.8929312231865238e-01
2486; 29; 138; 3.9778435552738911e-02; 5.2480707886262568e-01; 6.3140825592102101e-01; 5.7939105770231258e-02; 4.9726410246070119e-01; 5.8929312231865238e-01
2487; 29; 139; -1.5169747421838736e-01; 8.0571641908588765e-01; 6.9157041752573600e-01; 9.2603727100262073e-02; 4.4667774774999824e-01; 5.8929311472349644e-01
2488; 29; 142; 4.1118049153797404e-01; -1.2907969732302960e-02; 8.0436050055077279e-01; 1.7115435665574869e-01; 3.3204819652442208e-01; 5.8929312432946834e-01
2489; 29; 145; 1.7784916638241912e-02; 5.5586142644916625e-01; 5.8929312231865238e-01; 3.2684819868220416e-01; 1.1771360325582214e-01; 1.1100099881185077e+00
2490; 29; 147; 2.2174451761499236e-02; 5.5303984116484906e-01; 7.3429741397236514e-01; 3.5811976246873933e-02; 5.3187049902333650e-01; 6.8299725860969762e-01
2491; 29; 148; -3.0173139288360906e-02; 6.3484053152360476e-01; 9.5315078053716795e-01; 2.2181861973966210e-01; 2.5811343854623270e-01; 5.8929310748394625e-01
2492; 29; 150; 1.2259047329036953e-02; 5.6392537098967344e-01; 5.8929312231865238e-01; 3.2347718234670775e-01; 1.2131353902936209e-01; 1.0566295203136997e+00
2493; 29; 151; 6.8251190297870967e-02; 4.8703704420313704e-01; 7.8435772507568791e-01; 6.6424572560981901e-02; 4.8488119403994911e-01; 5.8929312231865238e-01
2494; 29; 153; 1.6087445189925526e-01; 3.6058645114733867e-01; 1.1369569863443454e+00; 4.0955923076344297e-01; -1.4018951375371597e-02; 6.6369317535611105e-01
2495; 29; 159; -1.2345839886185603e-01; 7.6224389657629255e-01; 6.0001396411224617e-01; -1.1754221346701135e-01; 7.5334537167692162e-01; 5.8929312231865238e-01
2496; 29; 162; -8.4913498918300384e-02; 7.2209889191950205e-01; 1.2515392585547214e+00; -3.3119356284197335e-02; 6.3014643225587341e-01; 5.8929312231865238e-01
2497; 29; 164; 2.6232564620838078e-01; 2.1537007661251012e-01; 1.2515392585547216e+00; 1.3751652983209423e-01; 3.8113614169942617e-01; 5.8929312231865238e-01
2498; 29; 170; 2.6584393744879864e-01; 2.1023580653615825e-01; 1.2515392585547216e+00; 1.9248315753109435e-01; 3.0092290961934681e-01; 5.8929312231865238e-01
2499; 29; 171; -5.7412863428160578e-02; 6.7172315987768638e-01; 8.3709729971570823e-01; 3.5630444244584802e-01; 7.6194431524738704e-02; 1.1693434629184991e+00
2500; 29; 173; 9.1107268061456942e-02; 4.5837179370136183e-01; 9.7405584834098291e-01; 1.2301700483257655e-02; 5.6386312690627838e-01; 5.8929312231865238e-01
2501; 29; 174; 1.3472031114867156e-01; 3.8521668561469552e-01; 5.8929312231865238e-01; 9.1338701986486248e-02; 4.5257307840269750e-01; 7.5311717575268022e-01
2502; 29; 175; 4.0062100761550545e-01; 8.1518988969405126e-03; 1.0329597845199467e+00; 6.1831984398723935e-02; 4.9466761270998572e-01; 7.1408155186883027e-01
2503; 29; 176; 2.7083415977503639e-01; 2.0060629619643627e-01; 1.1565753824644618e+00; 9.5894851083263927e-02; 4.4187498482665599e-01; 5.8929312231865238e-01
2504; 29; 178; 4.1217013965037436e-01; -1.2229804338239780e-02; 8.9022653680504127e-01; 2.9663704494023363e-01; 1.5051255436962513e-01; 6.5330655183417274e-01
2505; 29; 179; 3.3604268597430398e-01; 9.8547018762696836e-02; 8.7741889913150650e-01; 2.6647260128398348e-01; 1.9850585360837730e-01; 8.1408899746453700e-01
2506; 29; 181; 3.2975332185930473e-01; 1.0119869104121719e-01; 6.1337401106132083e-01; 9.7367524298307029e-02; 4.5599283303333021e-01; 1.2474154807430589e+00
2507; 29; 182; 2.0635808744930884e-01; 2.9045772130430081e-01; 9.8507468877441973e-01; 2.4852702085232939e-01; 2.2533601312284343e-01; 8.4006415889075003e-01
2508; 29; 186; -1.4976249990480869e-01; 8.0704237260025824e-01; 8.5945672082662716e-01; 2.1756590529524039e-01; 2.7490742925535755e-01; 1.0176578769434406e+00
2509; 29; 187; 4.0382074033308180e-01; 8.8851729839076188e-03; 1.2515392585547216e+00; 4.1601191984646096e-01; -9.5972037111046182e-03; 1.2235549809500579e+00
2510; 29; 189; 2.9465341459885153e-01; 1.5223752481327835e-01; 6.0598089831321933e-01; 2.8881360684671969e-01; 1.6034712735295323e-01; 5.8929312231865238e-01
2511; 29; 194; -3.5691076603337993e-02; 6.4605605970016322e-01; 1.0811248565104119e+00; 1.1664087310652563e-02; 5.6479360082349861e-01; 5.8929312231865238e-01
2512; 29; 195; 3.6173254172462782e-01; 5.3935952222770520e-02; 5.8929312231865238e-01; 3.3822517253690365e-01; 9.5306887104415330e-02; 8.7518515550376563e-01
2513; 30; 32; 2.3492297711487853e-01; 6.3930927928100179e-01; 9.1093173536952432e-01; 3.5388623144429582e-01; 6.7743402179105883e-01; 2.2545719099264971e-01
2514; 30; 33; 2.2024402068427393e-01; 6.5614016112909457e-01; 7.1877929682328467e-01; 1.7239616135480823e-01; 6.4730791434372370e-01; 9.1093173536952432e-01
2515; 30; 36; 1.1974189939494386e+00; 5.5499135115559928e-01; 4.1223941100837974e-01; 9.2390834983617720e-01; 5.8608294359331115e-01; 4.6231442230989533e-01
2516; 30; 37; 2.5529896271298363e-01; 6.3670271646693055e-01; 9.1093173536952432e-01; 3.3909545540910085e-01; 6.7584335094500003e-01; 2.7021178106303739e-01
2517; 30; 38; 1.3134898735786487e+00; 5.2900853963188921e-01; 5.5532337644199159e-01; 4.8098110651861609e-01; 6.0783271983678233e-01; 9.1093170491459730e-01
2518; 30; 40; 8.3509843177595056e-01; 6.0701563938489334e-01; 3.3931302253979145e-01; 3.4444952568147436e-01; 6.8022061442161752e-01; 2.0516112875480158e-01
2519; 30; 41; 2.7505073261709850e-01; 6.5328546970119528e-01; 6.6536862390274676e-01; 1.4907262276708400e-01; 6.9152642462868452e-01; 3.8104942485778076e-01
2520; 30; 42; 1.0184313815753110e+00; 5.3908031609482743e-01; 9.1093175984882768e-01; 1.1595875488079415e+00; 5.3144920564158138e-01; 7.7695348948634968e-01
2521; 30; 45; 7.1699968616959331e-01; 5.7764044883085708e-01; 9.1093172133862255e-01; 2.4993492700406805e-01; 6.6132818565621510e-01; 6.0330379742470597e-01
2522; 30; 46; 5.4693826516690502e-01; 6.3771331517099161e-01; 4.1853172506897734e-01; 2.3107771708250147e-01; 6.3980117753851562e-01; 9.1093173536952432e-01
2523; 30; 47; 9.8490801070909961e-01; 5.8680334172756965e-01; 3.5278230747569461e-01; 8.0412128430177043e-01; 6.2730537926389796e-01; 1.2950498735934901e-01
2524; 30; 48; 6.9805025267896215e-01; 5.9055824334543772e-01; 7.7608384100155270e-01; 9.7152456172146295e-01; 5.6829005069598437e-01; 6.1268487326384358e-01
2525; 30; 49; 6.8123384723804692e-01; 6.4302554269965662e-01; 1.2950498735934901e-01; 6.7631047072822592e-01; 5.9486588877183944e-01; 7.5646623823141590e-01
2526; 30; 51; 1.1792081998746593e+00; 5.7506269629435824e-01; 1.8425175585849324e-01; 1.0840976386580399e+00; 5.9148988696497051e-01; 1.2950498810831634e-01
2527; 30; 52; 2.6984908747065922e-01; 6.5496384272348640e-01; 6.5235172385454820e-01; 9.0844118182748801e-01; 6.0353040721945095e-01; 2.6353440592121408e-01
2528; 30; 53; 4.4213899121829026e-01; 6.6617259410435614e-01; 2.2509539747276422e-01; 3.4947385059338076e-01; 6.8473946064245927e-01; 1.3883314446828637e-01
2529; 30; 54; 1.4957475365335154e-01; 6.9545166535349545e-01; 3.2978331580362641e-01; 3.3224191987004775e-01; 6.8766973308292922e-01; 1.2950498735934901e-01
2530; 30; 55; 4.1221405174171472e-01; 6.1662962434288260e-01; 9.1093173536952432e-01; 6.4052743275158708e-01; 6.2051435722500359e-01; 4.8569691904144163e-01
2531; 30; 56; 1.2187377309171510e+00; 5.7426628544206648e-01; 1.2950498735934901e-01; 1.1847254484627410e+00; 5.4293543136673050e-01; 5.8802845855067265e-01
2532; 30; 57; 1.4470787034522042e-01; 6.5084989036770846e-01; 9.1093174626560502e-01; 5.5100618906111742e-01; 6.1930849390622988e-01; 6.4835284616272859e-01
2533; 30; 58; 7.4349865410769223e-01; 5.9029104925908826e-01; 7.0480667733501301e-01; 1.1142604982420832e+00; 5.4514808965169792e-01; 6.7542938902579963e-01
2534; 30; 61; 1.4596303998730714e-01; 6.6721821636396839e-01; 6.9852987394567079e-01; 8.1987781485374711e-01; 5.8580598382156823e-01; 6.3688483138980467e-01
2535; 30; 63; 8.7580945171814617e-01; 5.7788674046122701e-01; 6.4670615574873946e-01; 8.0344709006513770e-01; 6.2739162439880003e-01; 1.2950498735934901e-01
2536; 30; 65; 6.2305089386392931e-01; 5.9004892076994686e-01; 9.0591707253110454e-01; 1.3144629703875639e+00; 5.3661541852158701e-01; 4.5597276478390375e-01
2537; 30; 66; 7.0359166895527392e-01; 6.4016545673151437e-01; 1.2950498975866631e-01; 8.9017426947926426e-01; 6.0780423000194994e-01; 2.3864253265363400e-01
2538; 30; 67; 4.9520688091315446e-01; 6.0601290876774094e-01; 9.1093174880600314e-01; 1.4561212005077184e-01; 6.6447501118563024e-01; 7.3435785522176589e-01
2539; 30; 68; 4.1428443019015426e-01; 6.7717458645339090e-01; 1.2950498735934901e-01; 4.8303545707353068e-01; 6.5883251036339074e-01; 2.5219000348050813e-01
2540; 30; 69; 1.4408243207335586e-01; 6.5251715942213329e-01; 8.9053490369041188e-01; 1.5533667738111573e-01; 6.4949021940764207e-01; 9.1093173536952432e-01
2541; 30; 71; 1.4686864294636681e-01; 6.7429741690753586e-01; 6.0607105865479960e-01; 3.0396429919358892e-01; 6.3047728723339080e-01; 9.1093173536952432e-01
2542; 30; 72; 8.9461215016491247e-01; 6.1572949132285282e-01; 1.2950498735934901e-01; 6.0573417952450137e-01; 6.2154848126863316e-01; 5.2960322612454913e-01
2543; 30; 73; 2.3886280155311274e-01; 6.6105457254158706e-01; 6.2502081612038629e-01; 1.4976523329361541e-01; 6.9694068185514224e-01; 3.1033582628296263e-01
2544; 30; 74; 1.3165620553426325e+00; 5.5302435591775878e-01; 2.4166174560123282e-01; 8.9513110742289781e-01; 6.1566310466512864e-01; 1.2950498665990701e-01
2545; 30; 75; 3.2737676633286489e-01; 6.7342546627636046e-01; 3.2054627651483175e-01; 1.4788220583915190e-01; 6.8222076501694229e-01; 5.0258718948593584e-01
2546; 30; 77; 2.6420274051426346e-01; 6.5765387617363680e-01; 6.2706566990627777e-01; 1.4677137922351213e-01; 6.7353715462009589e-01; 6.1600057514782713e-01
2547; 30; 78; 5.7500886580671906e-01; 6.0505191727291163e-01; 7.9209771959135400e-01; 6.9335524393674841e-01; 6.4147493393340482e-01; 1.2950498735934901e-01
2548; 30; 79; 6.2305077127969177e-01; 5.8965870063749615e-01; 9.1093173536952432e-01; 1.0104356088854640e+00; 5.9220829107597306e-01; 2.4136313598208287e-01
2549; 30; 81; 1.0817192118541969e+00; 5.3587206380684305e-01; 8.4812271359672042e-01; 3.6152118557065505e-01; 6.4386808968907994e-01; 6.4424004957108860e-01
2550; 30; 82; 8.0353117360130610e-01; 6.2362519453181464e-01; 1.7776666990206647e-01; 6.1919878032925368e-01; 5.9015145993609319e-01; 9.1093173536952432e-01
2551; 30; 83; 5.1519465426582489e-01; 6.0345600838120839e-01; 9.1093173536952432e-01; 3.7668685373604738e-01; 6.4084775786498482e-01; 6.5812214170473604e-01
2552; 30; 84; 7.7111142646947639e-01; 5.8767840031272167e-01; 6.9298863953854462e-01; 4.7520359828493242e-01; 6.6938160694545534e-01; 1.2950498735934901e-01
2553; 30; 85; 1.4438225627302798e-01; 6.5486093716556693e-01; 8.5992369482112907e-01; 6.3775849611601876e-01; 6.2187119303778648e-01; 4.7281285512923299e-01
2554; 30; 86; 8.4447862607207691e-01; 6.2214273592442448e-01; 1.2950498735934901e-01; 5.4859312747611744e-01; 6.2010030104243385e-01; 6.4214458488878123e-01
2555; 30; 87; 6.0882867521144568e-01; 6.2570395890581521e-01; 4.7111701600720896e-01; 5.3289684232714962e-01; 6.6200129820801656e-01; 1.2950498735934901e-01
2556; 30; 88; 4.6355979132008923e-01; 6.1205962035653738e-01; 8.8525275739974663e-01; 1.4904104822320194e-01; 6.9127958444306603e-01; 3.8427330919018066e-01
2557; 30; 89; 9.6450177932103620e-01; 5.6668987464917786e-01; 6.4479213329600937e-01; 2.6593722064382674e-01; 6.8727940536875010e-01; 2.4351631254105321e-01
2558; 30; 92; 1.8109260044886311e-01; 6.4619543737183593e-01; 9.1093173536952432e-01; 1.4618310589285000e-01; 6.6893853097606015e-01; 6.7606148948775058e-01
2559; 30; 94; 5.5217560862525894e-01; 5.9872528295619987e-01; 9.1093174335771276e-01; 1.3146597583291992e+00; 5.3815374662084037e-01; 4.3588123452536015e-01
2560; 30; 95; 3.3515810164178467e-01; 6.4167242837770166e-01; 7.1579219861200105e-01; 6.3419586153973051e-01; 6.1397340950019574e-01; 5.8015852163121884e-01
2561; 30; 96; 4.1273757273794243e-01; 6.1656265382238495e-01; 9.1093173536952432e-01; 3.4000885338721853e-01; 6.5325757754325586e-01; 5.5894514940094964e-01
2562; 30; 97; 9.2807826615570443e-01; 5.5063858424645284e-01; 9.1093173802273297e-01; 1.4566565554957875e-01; 6.6489350719761331e-01; 7.2889203449747197e-01
2563; 30; 99; 1.4681295631866947e-01; 6.7386217223172695e-01; 6.1175564155117235e-01; 7.0496537000183013e-01; 5.9324760192731540e-01; 7.3015720126185191e-01
2564; 30; 101; 1.1405159872482016e+00; 5.8427266708763947e-01; 1.2950498735934901e-01; 8.3992434760935342e-01; 5.6191552243912712e-01; 9.1093173536952432e-01
2565; 30; 104; 1.5062638371496825e-01; 7.0367244190540879e-01; 2.2241481305712227e-01; 5.3254156631306870e-01; 6.6204674651236339e-01; 1.2950498436510288e-01
2566; 30; 105; 8.2587824540802424e-01; 6.0466724376842707e-01; 3.8464737747642197e-01; 7.7256087935703821e-01; 6.1745980462752970e-01; 3.0790477809532601e-01
2567; 30; 107; 7.0771357163363158e-01; 5.7882835792473541e-01; 9.1093173536952432e-01; 7.4404424677389536e-01; 6.1826450897422558e-01; 3.4444133593190113e-01
2568; 30; 108; 6.5209128252668735e-01; 5.8927970131257457e-01; 8.6806354141286268e-01; 6.3481608142783785e-01; 6.4896345533169297e-01; 1.2950498735934901e-01
2569; 30; 109; 5.5089920309757567e-01; 6.4534597394015436e-01; 3.1393824796800934e-01; 5.5905403411661481e-01; 6.4613268827165660e-01; 2.9042332076620780e-01
2570; 30; 110; 7.0048399116421967e-01; 6.4056300123966692e-01; 1.2950498735934901e-01; 1.6146494238110259e-01; 6.4870627167726957e-01; 9.1093173536952432e-01
2571; 30; 112; 1.5045474393546632e-01; 7.0233065804238803e-01; 2.3993934308337125e-01; 1.6269207084485132e-01; 7.0385963197858348e-01; 2.0017508593518751e-01
2572; 30; 113; 9.3044973614127735e-01; 5.5033521824522103e-01; 9.1093173536952432e-01; 9.6247347105281222e-01; 5.8742002209523714e-01; 3.8173694288061483e-01
2573; 30; 115; 1.0221041212714852e+00; 5.3861049114218029e-01; 9.1093170923887801e-01; 1.3025213971306746e+00; 5.1588653833230957e-01; 7.4197616594075932e-01
2574; 30; 116; 1.2846476743270689e+00; 5.4383698424993199e-01; 4.1218529072755994e-01; 1.4725025570394704e-01; 6.7728062312149273e-01; 5.6710852787500443e-01
2575; 30; 117; 7.7322786489734763e-01; 6.3125736736101734e-01; 1.2950497832090846e-01; 5.6013979507015432e-01; 6.4422788044833490e-01; 3.1311591233237712e-01
2576; 30; 118; 2.2370338665498768e-01; 6.7743091756668050e-01; 4.3949913552092845e-01; 1.4963478339914976e-01; 6.9592090378942950e-01; 3.2365476206852728e-01
2577; 30; 120; 2.1961977137533950e-01; 6.7314637807010258e-01; 5.0126980612095828e-01; 1.4806462636652837e-01; 6.8364670859888965e-01; 4.8396345645389494e-01
2578; 30; 121; 1.2219005352837460e+00; 5.7386168914852986e-01; 1.2950498735934901e-01; 1.0785208271076889e+00; 5.4349280855083881e-01; 7.5545124250880535e-01
2579; 30; 122; 1.4899938885497915e-01; 6.9095392063794059e-01; 3.8852668183806338e-01; 4.5281537825082852e-01; 6.4326026755808152e-01; 5.0197612129423119e-01
2580; 30; 123; 2.8823604983871287e-01; 6.7819126670100083e-01; 3.2364588418323764e-01; 2.2377538913369804e-01; 6.4073531524664562e-01; 9.1093173536952432e-01
2581; 30; 125; 1.2608169759297272e+00; 5.2769673500831149e-01; 6.5876725295268057e-01; 4.8407516950863216e-01; 6.1557787988345236e-01; 8.0631756709024582e-01
2582; 30; 127; 6.1959627853037980e-01; 5.9010061066430075e-01; 9.1093173536952432e-01; 6.9251820983298251e-01; 5.9657866357350131e-01; 7.0781328537097898e-01
2583; 30; 128; 9.1664932484827122e-01; 6.0710222837195049e-01; 2.0414227214879963e-01; 1.5125101808596886e-01; 7.0855532456430215e-01; 1.5864130139301430e-01
2584; 30; 129; 1.3171712392299124e+00; 5.5778645915355163e-01; 1.7946568896820211e-01; 1.0819697457811510e+00; 5.9176209398267610e-01; 1.2950498821725645e-01
