# Number of Traces
8985
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
32; 0; 53; 4.5025524776553338e-01; 2.5444885683567919e-01; 6.0966509013900627e-01; 6.1566768006252781e-01; 4.5252654910820900e-01; 5.5108039399559361e-01
33; 0; 55; 6.2943558887931883e-01; 7.0473507740968988e-01; 7.1575364390421525e-01; 8.7573439263255826e-01; 8.0110630930703697e-01; 4.8569692669247039e-01
34; 0; 56; 8.0230879101508490e-01; 8.1929571818344671e-01; 5.8802845855067276e-01; 1.1009971655759716e+00; 6.6154782338911378e-01; 1.1151029967997411e-01
35; 0; 57; 5.6628884638073729e-01; 5.0431853383640313e-01; 6.4835284579290864e-01; 4.7183312091074170e-01; 4.3840597024399358e-01; 7.1575364390421525e-01
36; 0; 58; 5.7470586572071514e-01; 5.9702908701166602e-01; 7.0480667995449819e-01; 6.6830759670139384e-01; 1.2541455984594110e-01; 2.5181249910490966e-01
37; 0; 61; 7.7412513047979770e-01; 9.4924288662354461e-01; 7.1575363358540411e-01; 5.7860395080087956e-01; 5.0918579097158345e-01; 6.3688483593941592e-01
38; 0; 62; 1.1114428984042932e+00; 1.0731223264897027e+00; 3.9485006906185666e-01; 8.2591853851540642e-01; 1.0367674955840991e+00; 7.1575364390421514e-01
39; 0; 63; 9.1156206109264093e-01; 3.4142541101074475e-01; 1.1151029967997411e-01; 7.7157490875668344e-01; 8.4893778245728435e-01; 6.4670615574873946e-01
40; 0; 66; 9.2815509640890836e-01; 5.8458092946520512e-01; 2.6623799790856578e-01; 6.5751570790800773e-01; 1.3180074723039775e-01; 2.6952340631174965e-01
41; 0; 67; 5.9198262430872306e-01; 3.7792624613972520e-01; 5.2621105263431367e-01; 5.1076025812508763e-01; 5.0418812348337261e-01; 7.1575364390421514e-01
42; 0; 68; 6.4416313099245581e-01; 5.5929406638368007e-01; 5.9323990397812110e-01; 4.5694750904098891e-01; 2.5048864509009577e-01; 5.9868220156488461e-01
43; 0; 70; 7.9224290529040875e-01; 1.3979047063081868e-01; 1.1151029967997411e-01; 5.8538320491308571e-01; 1.7448575393198301e-01; 3.8790233053526985e-01
44; 0; 71; 4.3408682671208687e-01; 3.7461929886556278e-01; 7.1575364390421525e-01; 4.8367055929393654e-01; 2.3467505504399219e-01; 5.5482615899057985e-01
45; 0; 72; 5.3060963992396815e-01; 2.7892940754594581e-01; 5.2960322612454913e-01; 8.0981665044507556e-01; 1.6948797421009743e-01; 1.1151029967997411e-01
46; 0; 74; 7.3555176664589583e-01; 3.4128558339635273e-01; 3.2534897098028870e-01; 1.1106658184729277e+00; 6.7788667953226422e-01; 1.1151030131567952e-01
47; 0; 77; 4.7566837589092920e-01; 2.3941041262034510e-01; 5.6795879382101988e-01; 5.6704793864503378e-01; 4.7600611387684932e-01; 6.2706567400986846e-01
48; 0; 78; 7.4285674868548968e-01; 1.5985635812933754e-01; 1.8597176890420752e-01; 5.8591288076162584e-01; 6.3118696522702145e-01; 7.1575364390421525e-01
49; 0; 80; 4.5990212457463336e-01; 2.4874022453205641e-01; 5.9383328721741047e-01; 5.7922954259285886e-01; 4.1602527188483129e-01; 5.6911612244526899e-01
50; 0; 81; 5.5217728257583154e-01; 5.7417786097742762e-01; 7.1575362664413933e-01; 1.0460020706094881e+00; 1.1923377777712825e+00; 5.6014197479934369e-01
51; 0; 82; 1.1037232790451332e+00; 1.0128148929234628e+00; 3.6085540107399811e-01; 3.9918214047045197e-01; 2.8467179825084565e-01; 6.9348278114035311e-01
52; 0; 83; 3.8561481034568779e-01; 2.9270037488090672e-01; 7.1574855175167806e-01; 3.8561853144737845e-01; 2.9271372071449198e-01; 7.1575362814374521e-01
53; 0; 84; 4.6764071089918979e-01; 3.9967146988599678e-01; 6.9298861443417037e-01; 1.2335192403476780e+00; 1.0813729205273439e+00; 2.5240162468149696e-01
54; 0; 86; 6.1158415425956092e-01; 5.7223088530909083e-01; 6.4214458488878123e-01; 1.0085906442261470e+00; 5.0539197986327877e-01; 1.1151029967997411e-01
55; 0; 87; 9.7872053729230424e-01; 9.5487023908580082e-01; 4.7111701977762371e-01; 1.1493328469998403e+00; 1.1311909226085390e+00; 3.9056257248108811e-01
56; 0; 89; 4.7976407092418916e-01; 2.3698676461401194e-01; 5.6123722930997977e-01; 9.7319716614839358e-01; 9.4499163094235450e-01; 4.7072517221693799e-01
57; 0; 93; 7.3833732311302103e-01; 2.6746432735676784e-01; 2.6886514227388991e-01; 6.4962210660730313e-01; 1.3647184883040775e-01; 2.8247784246857438e-01
58; 0; 94; 1.0552811743471100e+00; 9.5901871059664268e-01; 3.8104202067434567e-01; 6.8412614238798475e-01; 7.9715549743296477e-01; 7.1575364390421514e-01
59; 0; 95; 7.2735692472903968e-01; 4.2108036699616774e-01; 3.9270437413564041e-01; 7.5560491107250582e-01; 7.7876696443594698e-02; 1.1151030276168650e-01
60; 0; 97; 4.7794522205363149e-01; 4.0165787099885536e-01; 6.8189232988855886e-01; 4.8304407151066742e-01; 4.5735113717087111e-01; 7.1575365577027061e-01
61; 0; 99; 6.0590568464496519e-01; 6.6497240166790883e-01; 7.1575365557171944e-01; 4.3736718916742878e-01; 2.6207546222860134e-01; 6.3081608203351791e-01
62; 0; 101; 6.7300667278738735e-01; 7.7836493882652502e-01; 7.1575364390421514e-01; 1.0771762661828608e+00; 6.4088413328375005e-01; 1.2560149392107378e-01
63; 0; 104; 9.4404850260967488e-01; 3.9632356572878480e-01; 1.1151029833938980e-01; 6.4379311543960938e-01; 1.3992120343614048e-01; 2.9204398414117405e-01
64; 0; 105; 7.0064062935261717e-01; 1.0628121361722109e-01; 1.9874973573476074e-01; 8.2608498653584839e-01; 5.7671732729482661e-01; 3.8464736591758969e-01
65; 0; 106; 6.6671161716266902e-01; 7.6772705627493953e-01; 7.1575364390421525e-01; 7.9690654027867414e-01; 7.2261267759488779e-01; 5.2505287207460349e-01
66; 0; 107; 7.7889068048139087e-01; 4.4106689680892508e-01; 3.4444133593190113e-01; 6.8100532421147220e-01; 7.9188169221093796e-01; 7.1575364390421514e-01
67; 0; 108; 4.5339338223641168e-01; 2.5259183994889367e-01; 6.0451499889467319e-01; 9.8286604380868292e-01; 1.2296990518969726e+00; 6.6375650327168656e-01
68; 0; 109; 7.6195567066706682e-01; 3.3734844793145363e-01; 2.9042332076620780e-01; 5.0351666790788108e-01; 4.9194733220587028e-01; 7.1575364390421525e-01
69; 0; 113; 1.0353684120690738e+00; 9.2633468150453169e-01; 3.8173693707865969e-01; 1.0825482315633397e+00; 1.1707112699553017e+00; 5.0016490803539670e-01
70; 0; 116; 9.2608885309780731e-01; 3.6597393232888131e-01; 1.1151029967997411e-01; 7.0963191671823567e-01; 6.8091805801710448e-01; 6.0114452665388274e-01
71; 0; 123; 1.0967945906006407e+00; 9.4937450213599495e-01; 3.2364589506988128e-01; 6.8651846328407573e-01; 8.0119823037060456e-01; 7.1575364390421514e-01
72; 0; 125; 6.4573054244899830e-01; 7.3227156430769702e-01; 7.1575363413200532e-01; 7.3882859454262739e-01; 8.1036880627662811e-01; 6.5876724924413455e-01
73; 0; 127; 4.0621085530380413e-01; 3.2751229492454459e-01; 7.1575365529945612e-01; 4.1779376744060859e-01; 3.3604664924456062e-01; 7.0781328219943485e-01
74; 0; 129; 1.0555261195792169e+00; 5.8470725586310091e-01; 1.1151029967997411e-01; 9.5142904407367790e-01; 9.8037851685226340e-01; 5.2263717620978623e-01
75; 0; 130; 6.4272842310110367e-01; 5.1337611665239646e-01; 5.6195601038072029e-01; 4.1658229087454574e-01; 3.4503876902086261e-01; 7.1575365711033301e-01
76; 0; 131; 9.7549621978815726e-01; 4.4946641099265106e-01; 1.1151030349617114e-01; 9.8766623094859773e-01; 7.9553660189237752e-01; 3.4563841477737955e-01
77; 0; 134; 4.5589057206658601e-01; 4.1146501684596404e-01; 7.1575366240914773e-01; 5.7971814949019351e-01; 5.2123677137129532e-01; 6.4419854044367064e-01
78; 0; 136; 1.0295097957430013e+00; 5.4074281553203640e-01; 1.1151029967997417e-01; 5.1039895427870996e-01; 4.7780014463088533e-01; 6.9721251366734194e-01
79; 0; 138; 4.9180529106190063e-01; 4.7215652195223234e-01; 7.1575364390421525e-01; 5.9844288362252307e-01; 3.1168838898502899e-01; 4.7071522099132646e-01
80; 0; 139; 4.5547204713760453e-01; 4.1075771383569593e-01; 7.1575362895887429e-01; 4.4062993442397125e-01; 2.6014471914563819e-01; 6.2546149764558279e-01
81; 0; 140; 6.2950700737659604e-01; 2.1165625027467633e-01; 3.6100608618101543e-01; 1.2525508496485325e+00; 1.0701108137411464e+00; 2.2116825497557838e-01
82; 0; 141; 9.7712411476877947e-01; 5.2238226443079605e-01; 1.6197837756383027e-01; 7.9487238417600148e-01; 6.5070664648984389e-01; 4.7580494845789867e-01
83; 0; 143; 4.7105997579494802e-01; 2.4213748706722366e-01; 5.7552179560717542e-01; 6.6499272482962324e-01; 6.0811210910694746e-01; 6.0303542635151097e-01
84; 0; 145; 6.4421017307917217e-01; 4.6877484208621656e-01; 5.2807423870146175e-01; 4.3591546969136274e-01; 3.7770948430664564e-01; 7.1575364390421525e-01
85; 0; 149; 5.4543304716448071e-01; 5.6278094291591729e-01; 7.1575364390421525e-01; 9.6951330690362170e-01; 6.8389316876668649e-01; 2.8740049883150770e-01
86; 0; 150; 6.3288938529205241e-01; 3.7275865730108149e-01; 4.7277224612099200e-01; 3.9814470755727743e-01; 3.1388146507699483e-01; 7.1575364390421525e-01
87; 0; 152; 1.0710021338989686e+00; 7.6889683150313415e-01; 2.2518282390237332e-01; 8.1342275871882097e-01; 1.0156511392258529e+00; 7.1575364390421514e-01
88; 0; 154; 9.8467331938913838e-01; 6.7567667445401292e-01; 2.6306366921901675e-01; 4.6581110126719982e-01; 2.4524354582351515e-01; 5.8413588452927401e-01
89; 0; 157; 1.0897934629092061e+00; 6.4261491685939065e-01; 1.1151029663717815e-01; 1.0912191246147449e+00; 6.5216595596053639e-01; 1.1664726732743486e-01
90; 0; 161; 8.7111950454015763e-01; 2.7308238239606170e-01; 1.1151029967997411e-01; 4.0588949984119338e-01; 2.8070264352332408e-01; 6.8247510844996873e-01
91; 0; 165; 6.7804256734014645e-01; 5.4457496895385582e-01; 5.4147257005935900e-01; 5.3582948320915036e-01; 3.4087404045231384e-01; 5.6781395539557888e-01
92; 0; 166; 7.9794511948755842e-01; 7.7877933376171149e-01; 5.6418992622810149e-01; 7.8553679449373215e-01; 8.3327836060544658e-01; 6.1847210659596308e-01
93; 0; 167; 9.2900640421804070e-01; 1.2109735190435409e+00; 7.1575364390421514e-01; 1.0660508140215228e+00; 1.1804737766804079e+00; 5.2723935657386001e-01
94; 0; 168; 4.7334268917861272e-01; 4.4095695801829704e-01; 7.1575364390421525e-01; 5.5522799868832995e-01; 1.9233035432575582e-01; 4.3739099503963264e-01
95; 0; 172; 7.1879419297868941e-01; 9.5538690192653042e-02; 1.6895734910502941e-01; 8.8990885764011862e-01; 3.0483412036744684e-01; 1.1151030256091268e-01
96; 0; 176; 5.6794326958755748e-01; 6.0082051050546104e-01; 7.1575365436703819e-01; 1.0111935249359114e+00; 9.7435061957799562e-01; 4.4565814597020292e-01
97; 0; 177; 8.0970493009856748e-01; 1.6929918033826713e-01; 1.1151029967997411e-01; 5.9404608629690225e-01; 2.2427721074724291e-01; 4.1318655967108064e-01
98; 0; 178; 4.0549369135349433e-01; 2.8093686821075781e-01; 6.8312468348132760e-01; 7.6532472923556794e-01; 8.7327423058529707e-01; 6.7180787553708299e-01
99; 0; 180; 5.1622367246309997e-01; 2.1541148226023815e-01; 5.0140222023959558e-01; 7.2542111792432618e-01; 8.5246809609212959e-01; 7.0534503326065146e-01
100; 0; 182; 4.0625584207567272e-01; 2.8048588278606718e-01; 6.8187391087237048e-01; 9.1988961707905792e-01; 4.9535123791310054e-01; 2.1210367511661449e-01
101; 0; 184; 1.2077645663149659e+00; 1.0966134853184586e+00; 2.9466844847390317e-01; 7.9411670358973452e-01; 8.2692036446377626e-01; 6.0347012213310680e-01
102; 0; 186; 9.6132662940048230e-01; 1.0204690036887882e+00; 5.3944293737443216e-01; 6.6084715267072824e-01; 7.5781684791285087e-01; 7.1575366351151493e-01
103; 0; 187; 9.1558810535951540e-01; 8.0872261013075064e-01; 4.4273326325240769e-01; 7.9638851152626255e-01; 9.8686532194449861e-01; 7.1575364390421514e-01
104; 0; 188; 5.3397693080553021e-01; 5.4342149069899648e-01; 7.1575364296204513e-01; 7.6429969643762163e-01; 7.6206682484891142e-01; 5.9306475594822150e-01
105; 0; 190; 1.1311286574515689e+00; 8.5141608700077787e-01; 2.1145375168844377e-01; 8.4164195726170821e-01; 1.0633381713499750e+00; 7.1575364390421514e-01
106; 0; 191; 1.3152638873367231e+00; 1.0236326653170926e+00; 1.1151029967997411e-01; 1.0938440800790001e+00; 1.0779845974207887e+00; 4.1973863056033650e-01
107; 0; 192; 8.9142110330433133e-01; 5.6513507783646000e-01; 2.9690092904068144e-01; 8.8996437262384998e-01; 5.4678554635158172e-01; 2.8547316052479843e-01
108; 0; 194; 5.7653527057746390e-01; 6.1533993833786238e-01; 7.1575364390421525e-01; 8.7193771857070146e-01; 5.6301275970099918e-01; 3.1905630624200976e-01
109; 0; 195; 7.4015160308625294e-01; 3.2109500971744687e-01; 3.0523526758175079e-01; 5.5814788118122027e-01; 1.9060248443345451e-01; 4.3259908009483816e-01
110; 0; 197; 5.1173598432448608e-01; 2.1806711769368523e-01; 5.0876711300009980e-01; 6.3659304149003959e-01; 7.1150268597038435e-01; 7.1192160366645085e-01
111; 0; 198; 7.8631175155921929e-01; 1.2976753826147897e-01; 1.1151029967997414e-01; 5.5447740292451186e-01; 2.2614581366465417e-01; 4.6262605450633648e-01
112; 0; 199; 1.0045981046850752e+00; 4.9864507044802964e-01; 1.1151029929794903e-01; 1.0637266096209617e+00; 6.4995433418590176e-01; 1.4847345057922312e-01
113; 1; 3; 9.0833064274124686e-01; 5.8617470396965055e-01; 6.0034976724476607e-01; 1.0074421689802231e+00; 2.5572526873587853e-01; -1.8300184682622955e-02
114; 1; 4; 9.2930881761517337e-01; 5.4973551268949727e-01; 6.0034975953689873e-01; 9.8002589840645715e-01; 4.4415948534148808e-01; 5.3203222638950520e-01
115; 1; 7; 5.5018176007257669e-01; 9.5220628190519163e-01; -4.0046123971228575e-01; 1.0513675308245347e+00; 1.0285567242352034e-01; -3.1756100485948124e-01
116; 1; 8; 1.1248085265111261e+00; 6.8164200999392521e-02; 4.5423696041372696e-02; 7.2601638433365812e-01; 6.8464028252710607e-01; -2.5249552032703615e-01
117; 1; 9; 6.4453217289795761e-01; 1.0443938981344956e+00; 6.0034976799170559e-01; 1.0008007409383830e+00; 2.5804170317227171e-01; -5.4333552152713523e-02
118; 1; 10; 8.2692755955611541e-01; 6.1932841672610583e-01; 1.7730288881644410e-01; 9.4428761585381560e-01; 4.5197668081785147e-01; 3.1996766121183240e-01
119; 1; 11; 1.1277285965339270e+00; 2.0507941878661828e-01; 6.0034977392045008e-01; 1.2834715359872335e+00; -1.1386113154898922e-01; 4.1113317445466691e-01
120; 1; 12; 1.0034650860623116e+00; 2.8982722107082776e-01; 8.7980488365449472e-02; 9.3649539747520860e-01; 5.3725239134088398e-01; 6.0034976724476607e-01
121; 1; 17; 1.1067995809729625e+00; 2.4143321642659171e-01; 6.0034976724476596e-01; 9.7118576435348991e-01; 3.1999543172511080e-01; -1.3248282786203103e-02
122; 1; 18; 8.6661696449744707e-01; 5.6874744490111218e-01; 2.4905773435586001e-01; 1.0663796986914627e+00; 1.2414373259369998e-01; -1.3244832471759180e-01
123; 1; 19; 1.0092410830848415e+00; 4.1089279022221886e-01; 6.0034976724476607e-01; 9.7801377934439893e-01; 3.6090615509119256e-01; 1.9299547775080828e-01
124; 1; 22; 8.5125170093707558e-01; 6.2193244416297111e-01; 3.5260934781750497e-01; 9.5471676403839822e-01; 2.8312141623221643e-01; -2.6916518765364039e-01
125; 1; 23; 6.7619409099065175e-01; 8.5055108794633416e-01; 5.7701484256064334e-02; 1.4002826598759097e+00; -3.4738420098842160e-01; 2.9145550403421061e-01
126; 1; 24; 5.7715538080918005e-01; 1.1148842997961452e+00; 4.1844524034256525e-01; 7.6448793661569781e-01; 6.2826807993487555e-01; -2.1164204070808357e-01
127; 1; 25; 7.4043591153410981e-01; 8.7780864882108289e-01; 6.0034976724476596e-01; 7.3104868501684239e-01; 6.6888324122575471e-01; -2.7991564515990824e-01
128; 1; 26; 7.4783599473301665e-01; 8.6495466840578361e-01; 6.0034976418968355e-01; 1.0651428282250652e+00; 1.8417807278458198e-01; 9.3785774942765507e-02
129; 1; 28; 1.1710748886761149e+00; -2.7267513687006684e-03; 8.2450472044312342e-02; 1.1879224717464034e+00; 9.9960892084908319e-03; 2.4654797619445179e-01
130; 1; 30; 8.1618265593583395e-01; 6.2576244910051160e-01; 1.2950498735934901e-01; 9.1382494200752018e-01; 5.7663108007093067e-01; 6.0034976724476596e-01
131; 1; 32; 6.1889903377689748e-01; 1.0889187822387503e+00; 6.0034976724476596e-01; 6.0854249797745519e-01; 1.0109854125002438e+00; 2.2545719099264971e-01
132; 1; 36; 1.1377223793013165e+00; 5.0790385667421917e-02; 6.5190230544212885e-02; 8.9085977526711879e-01; 5.8120295952076961e-01; 4.6231440634707011e-01
133; 1; 40; 8.3425285817855210e-01; 6.4805742177228254e-01; 3.3931302591988421e-01; 8.0924784926750881e-01; 6.8979688055999921e-01; 3.3269099615369385e-01
134; 1; 42; 5.8414159946134980e-01; 1.1189062431093315e+00; 4.8159142302723612e-01; 6.8731728429049488e-01; 9.7007595844072037e-01; 6.0034977515110677e-01
135; 1; 44; 6.6040414389626778e-01; 9.0040653564619200e-01; 1.4535724023412996e-01; 5.6482938877489475e-01; 1.1077881335231483e+00; 3.0703404493850139e-01
136; 1; 47; 1.0082076492836598e+00; 3.4934347249560083e-01; 3.5278231036090080e-01; 5.1029428831267443e-01; 1.0763920760821304e+00; -1.8589265886426651e-01
137; 1; 48; 9.5381228737433865e-01; 5.0717286792651006e-01; 6.0034975363511178e-01; 1.0648914248759873e+00; 2.7646911459926976e-01; 4.5277803949139239e-01
138; 1; 51; 1.0150840277261632e+00; 2.9427772539738939e-01; 1.8425175383365144e-01; 5.1784614064001722e-01; 1.0336499758368611e+00; -3.0167340181127639e-01
139; 1; 52; 6.9612417051929287e-01; 8.6859834020305893e-01; 2.6353439563802322e-01; 1.0631317476215749e+00; 2.5220685096948170e-01; 3.4600847639481730e-01
140; 1; 55; 7.9407976700841809e-01; 7.8462901729523304e-01; 6.0034976724476585e-01; 8.0081931085184377e-01; 7.4358649203471594e-01; 4.8569691904144163e-01
141; 1; 56; 7.5093218983966159e-01; 8.5642394458255822e-01; 5.8802845855067276e-01; 6.6172029559227341e-01; 9.5010044135719074e-01; 3.4850974761047671e-01
142; 1; 58; 9.7335541411919024e-01; 4.7322635971986837e-01; 6.0034973679471748e-01; 1.0998008862142867e+00; 1.8292460610370298e-01; 3.2416989503919097e-01
143; 1; 60; 9.7475800672302060e-01; 2.8529526237930564e-01; -1.2461529303956559e-01; 1.2034830917612320e+00; 2.1865690543869443e-02; 3.9857398417067486e-01
144; 1; 62; 6.1336447424654916e-01; 9.6055247126080168e-01; 6.1086211965120929e-02; 6.6959938167284561e-01; 1.0008520373449308e+00; 6.0034976724476596e-01
145; 1; 63; 7.8638765765454932e-01; 7.9799024774581717e-01; 6.0034976724476596e-01; 7.7185596513183641e-01; 5.6097808897861334e-01; -4.2461066676710002e-01
146; 1; 64; 1.0990411751852687e+00; 2.5490960409733926e-01; 6.0034976724476607e-01; 1.1064455579057235e+00; 8.3941301544293648e-02; -1.7575632345860570e-02
147; 1; 65; 1.0588492521334658e+00; 3.2472316937332746e-01; 6.0034978367590841e-01; 1.3796661015493530e+00; -3.0052499036010849e-01; 3.3463473952353490e-01
148; 1; 66; 8.0222595311591516e-01; 6.6158010926043731e-01; 1.7474251757446777e-01; 9.3067821035838150e-01; 4.7156102429639307e-01; 3.0411858746789822e-01
149; 1; 70; 1.0615895190200064e+00; 9.8755142120049405e-02; -2.6419304447763198e-01; 1.4284938805561791e+00; -3.1735130855011534e-01; 6.0034976724476596e-01
150; 1; 72; 1.0473192293152109e+00; 1.3305908469074001e-01; -2.2700038804618988e-01; 6.8070394776601717e-01; 9.6346162748570952e-01; 5.2960320656809279e-01
151; 1; 74; 9.8259881523333803e-01; 3.8680684866259141e-01; 3.2534897957188574e-01; 5.3824775989732343e-01; 1.0136714021050657e+00; -2.4125481560805048e-01
152; 1; 75; 6.3793448841405809e-01; 9.8426156893479144e-01; 3.2054628927732665e-01; 5.8636707210839212e-01; 1.1201875097113578e+00; 5.0170702492277774e-01
153; 1; 78; 5.7848826482190341e-01; 1.1156516337675766e+00; 4.3049273832836299e-01; 6.8634545741922981e-01; 8.2878161377285497e-01; 4.1534886200106841e-02
154; 1; 79; 8.5893037038886366e-01; 6.7198321147478812e-01; 6.0034976724476607e-01; 9.2391039110993878e-01; 4.6725969548843288e-01; 2.4136313598208287e-01
155; 1; 81; 7.1224663708910796e-01; 9.2677355133024708e-01; 6.0034976343795621e-01; 6.5741566954766484e-01; 1.0098679193892071e+00; 5.5287481637410085e-01
156; 1; 82; 8.1616840673763846e-01; 6.3813578260679082e-01; 1.7776666990206647e-01; 8.1804796049182904e-01; 7.4299615147345910e-01; 6.0034976724476596e-01
157; 1; 84; 8.5312857448466972e-01; 6.8206095849280235e-01; 6.0034976724476607e-01; 5.6181248171053877e-01; 9.4620092328825089e-01; -3.4497441330425344e-01
158; 1; 86; 1.1344720547622038e+00; 1.9336599813492433e-01; 6.0034976724476619e-01; 5.3874396082032883e-01; 1.0149246822333153e+00; -2.3298809242267676e-01
159; 1; 87; 7.7923488581473588e-01; 7.7734822148477034e-01; 4.7111701600720896e-01; 6.0982671910242570e-01; 8.6825121427115615e-01; -3.2366942094124457e-01
160; 1; 89; 9.0256739219843807e-01; 5.9618550089748068e-01; 6.0034978047607734e-01; 5.9777523509886443e-01; 1.0343089358253401e+00; 2.4351631007482560e-01
