# FractureId; NumTraces
0; 113
# TraceId; Tips; Length
2849; 1; 1.4814923764762203e-01
2857; 1; 1.3984347399865768e-01
1162; 1; 1.1893187811941253e-01
20; 1; 9.9596458273670876e-02
2844; 1; 9.4571611872914185e-02
2443; 1; 8.0039011189422790e-02
2879; 1; 4.0182698429338345e-02
2847; 1; 3.8181572037037273e-02
2903; 1; 2.0812215920866760e-02
2861; 1; 1.2046111905659494e-02
# FractureId; NumTraces
35; 54
# TraceId; Tips; Length
1081; 0; 9.5899331514829245e-01
2949; 0; 8.5749430261514725e-01
2940; 0; 6.5198402048343151e-01
2944; 0; 6.4035346222579159e-01
2938; 0; 6.3281375754503566e-01
2952; 0; 5.7181131771227656e-01
2933; 0; 5.3071420907185762e-01
1686; 0; 5.2007923764774533e-01
2918; 0; 5.0044068591974789e-01
2946; 0; 4.8847324376621243e-01
2919; 0; 2.8231363937038628e-01
2937; 0; 2.3084131162125324e-01
2948; 0; 2.2358874626123934e-01
357; 0; 2.0804972595809179e-01
2951; 0; 1.9146079554996731e-01
2928; 0; 1.2724009878834786e-01
2925; 0; 1.2688274544006101e-01
2953; 0; 6.6095118999157682e-02
2921; 1; 9.5490862201877302e-01
2915; 1; 8.1215181851399143e-01
964; 1; 6.9248704256488847e-01
1617; 1; 6.0891985001328353e-01
2936; 1; 5.7308367026078966e-01
2943; 1; 5.5948392831347471e-01
2917; 1; 5.2845949391765479e-01
2332; 1; 5.0554315027874164e-01
2945; 1; 4.6760325152747267e-01
2931; 1; 4.5338881409604020e-01
2941; 1; 4.3895622012702312e-01
1244; 1; 4.2886221434538913e-01
489; 1; 3.7161430345991958e-01
2922; 1; 3.5714344835731038e-01
2935; 1; 3.5545783948854098e-01
2939; 1; 3.5400377365882613e-01
1163; 1; 3.1387997105901555e-01
2914; 1; 3.0528507922629738e-01
2934; 1; 3.0518167599609752e-01
1420; 1; 2.8618010258428622e-01
2930; 1; 2.5377093302593901e-01
2920; 1; 2.4559148462115596e-01
1515; 1; 2.4095299431922437e-01
2926; 1; 2.0724573087021672e-01
2947; 1; 1.9415005298299301e-01
2950; 1; 1.8789637880993174e-01
2929; 1; 1.4906221000500300e-01
2916; 1; 1.4788570217631886e-01
2954; 1; 1.3955193146676534e-01
2631; 1; 1.3712943783897669e-01
2927; 1; 1.3662022303889990e-01
2932; 1; 1.1640491217886258e-01
2923; 1; 7.1645035021854847e-02
2942; 1; 2.7827116519324503e-02
2924; 1; 2.4636931614168599e-02
2955; 1; 1.7625587928150787e-02
# FractureId; NumTraces
36; 98
# TraceId; Tips; Length
358; 0; 9.9342525132924009e-01
3003; 0; 9.7302340631713824e-01
2974; 0; 9.6740559817208338e-01
2962; 0; 7.3609320481035934e-01
3008; 0; 7.3533464200124943e-01
3002; 0; 7.3089044090011823e-01
1516; 0; 7.2676362856415466e-01
3029; 0; 7.2109942852896680e-01
132; 0; 7.0709706178103782e-01
3013; 0; 7.0592574633648864e-01
3016; 0; 7.0465428702049060e-01
2959; 0; 6.9651130753993229e-01
2976; 0; 6.9279653419239196e-01
2990; 0; 6.4213401616073018e-01
2982; 0; 6.2219913181239861e-01
3012; 0; 6.0908197437140732e-01
2966; 0; 5.8147780992568243e-01
2973; 0; 5.0790426701351032e-01
2984; 0; 4.3115584218509817e-01
3010; 0; 3.6052009599658952e-01
2970; 0; 3.4473576200251954e-01
3015; 0; 3.0284190957889034e-01
2989; 0; 2.9885956380627887e-01
2996; 0; 2.9306441553983459e-01
2998; 0; 2.8257096735323095e-01
2515; 0; 2.7978968229799117e-01
3006; 0; 2.7183869234559710e-01
3023; 0; 2.0728810433776357e-01
3021; 0; 1.2698917752320540e-01
2967; 0; 1.1735300716592803e-01
3017; 0; 3.2761434022314601e-02
2691; 0; 7.6101223478114628e-04
1895; 1; 1.0441803472033082e+00
3031; 1; 9.7287687649114429e-01
2333; 1; 9.7050556020735823e-01
3018; 1; 9.0027517123654333e-01
2977; 1; 8.4882037236462060e-01
3020; 1; 8.3497323937408108e-01
1164; 1; 7.9959391887755704e-01
965; 1; 7.6408432233543810e-01
2991; 1; 7.2606437642735111e-01
2958; 1; 7.1650873511186020e-01
2971; 1; 7.1390470116885940e-01
3000; 1; 6.8202680952717631e-01
3026; 1; 6.7044249507430043e-01
2138; 1; 6.5692992118191151e-01
2969; 1; 6.3676120395772573e-01
2980; 1; 6.3424308477142899e-01
3014; 1; 6.3239548610875007e-01
731; 1; 6.2590595903634838e-01
2992; 1; 6.2279363419518174e-01
21; 1; 5.8637558461096917e-01
2968; 1; 5.5978330198165960e-01
2964; 1; 5.5853737914689572e-01
2961; 1; 5.5545032013478879e-01
2836; 1; 5.3943300171562258e-01
3011; 1; 5.2604814428499602e-01
1837; 1; 5.1037156138395523e-01
1618; 1; 4.9622941372722246e-01
3005; 1; 4.9159211411138565e-01
3001; 1; 4.9106317947843375e-01
2978; 1; 4.8615136299730988e-01
3022; 1; 4.8545500066179059e-01
3028; 1; 4.6527048111786184e-01
3030; 1; 4.4088261495539693e-01
2963; 1; 4.3812675509964671e-01
2965; 1; 4.3246438477733956e-01
2979; 1; 4.1022241424344091e-01
2994; 1; 3.9717704536619847e-01
2036; 1; 3.6326538196714953e-01
2995; 1; 3.4314586100436406e-01
2987; 1; 3.4182474070985286e-01
2956; 1; 3.3244897182135863e-01
2986; 1; 3.2733664885314423e-01
1571; 1; 3.1894471452998718e-01
3032; 1; 3.0674177745782927e-01
3025; 1; 2.8132306838043264e-01
222; 1; 2.7498048849437901e-01
3019; 1; 2.3464409462123753e-01
815; 1; 2.1305896200431415e-01
2981; 1; 2.1138633695906386e-01
2993; 1; 2.0466182743108555e-01
2253; 1; 1.8728000614011275e-01
2999; 1; 1.6781874542760908e-01
2988; 1; 1.6182007834420484e-01
2975; 1; 1.4899059061805914e-01
2983; 1; 1.4605888026379815e-01
2997; 1; 1.4472563308597974e-01
1316; 1; 1.4179797261175037e-01
2957; 1; 1.3604798057970593e-01
3004; 1; 1.3506187566939656e-01
2972; 1; 1.1225896590367944e-01
2960; 1; 8.8006144870277650e-02
3027; 1; 5.6461000565336768e-02
2985; 1; 3.8469857019730123e-02
3024; 1; 3.4001462819712024e-02
3009; 1; 1.8711294130987828e-02
3007; 1; 7.7933013592293007e-03
# FractureId; NumTraces
37; 115
# TraceId; Tips; Length
223; 0; 8.8733533757147143e-01
3056; 0; 8.5533771443106477e-01
3044; 0; 5.5446079540855753e-01
3047; 0; 4.6934274358536238e-01
3119; 0; 7.7047760910953986e-02
3113; 1; 1.2779688836613570e+00
3084; 1; 1.2161686363579511e+00
3089; 1; 1.2156795699022116e+00
3068; 1; 1.1667493522519004e+00
3105; 1; 1.0134064234037428e+00
3083; 1; 9.9692228394033044e-01
3102; 1; 9.9503814534636625e-01
3087; 1; 9.7673815666129249e-01
966; 1; 9.7192836808954053e-01
3085; 1; 9.6027733958581496e-01
3053; 1; 9.5987122316179530e-01
2254; 1; 9.4329145925334545e-01
3041; 1; 9.3817239305141098e-01
3081; 1; 9.2122913762344505e-01
3049; 1; 8.9665385374911566e-01
3074; 1; 8.7653010369278783e-01
3112; 1; 8.4416011397878643e-01
2692; 1; 8.1992308720263951e-01
3077; 1; 8.1856479605529564e-01
3045; 1; 8.0797120411463630e-01
3103; 1; 8.0331596112208048e-01
3079; 1; 7.9965656555487863e-01
3064; 1; 7.9705277527021712e-01
3110; 1; 7.9498813999893825e-01
3091; 1; 7.9326346614503973e-01
3109; 1; 7.8920892286363575e-01
359; 1; 7.8314510539918769e-01
3052; 1; 7.8071093992883311e-01
3121; 1; 7.7925931022708095e-01
3063; 1; 7.7776350462567112e-01
3093; 1; 7.6160470782603995e-01
3054; 1; 7.4414587820857625e-01
3117; 1; 7.4099492048688398e-01
2632; 1; 7.1831594343325655e-01
3072; 1; 7.1568580404113658e-01
3086; 1; 7.0206695598325120e-01
3069; 1; 6.9670336747239281e-01
3066; 1; 6.9561991729388839e-01
3095; 1; 6.8728526511900578e-01
3061; 1; 6.7626789709399648e-01
3040; 1; 6.6162280576254406e-01
3038; 1; 6.4849204899868373e-01
3099; 1; 6.4784490790100746e-01
2516; 1; 6.4736071961621444e-01
3060; 1; 6.3212681014731020e-01
3042; 1; 6.3099447998877589e-01
1421; 1; 6.2431350888746129e-01
3058; 1; 6.2092468301733650e-01
3122; 1; 6.1341163640377450e-01
3073; 1; 6.0512334042378957e-01
3097; 1; 5.8873291236339398e-01
1687; 1; 5.8750366796920994e-01
3114; 1; 5.6761968443533306e-01
2334; 1; 5.6495940565634917e-01
3036; 1; 5.6108638474624972e-01
3070; 1; 5.5911382406505972e-01
3106; 1; 5.4861423857872449e-01
1245; 1; 5.4397977923871377e-01
2444; 1; 5.4395468090093091e-01
3046; 1; 5.3047012643605151e-01
3043; 1; 5.2751303472835609e-01
3034; 1; 5.1669564961306458e-01
3094; 1; 4.9483242543246475e-01
3067; 1; 4.9188019464691485e-01
3088; 1; 4.9165369044045898e-01
3048; 1; 4.8950111963916915e-01
581; 1; 4.7672811020889805e-01
3101; 1; 4.6577640529318998e-01
3108; 1; 4.6088920243744147e-01
3092; 1; 4.4408150991714235e-01
1374; 1; 4.3461163624733412e-01
3096; 1; 4.2259078419033835e-01
3118; 1; 4.1906524550134677e-01
3075; 1; 4.1741578822171771e-01
3080; 1; 4.1699042838079992e-01
3078; 1; 4.1350394903117937e-01
2139; 1; 4.0737979647831329e-01
2837; 1; 4.0525879152540745e-01
2793; 1; 4.0188619819438864e-01
3120; 1; 4.0105452448845902e-01
3076; 1; 3.9511034278710161e-01
3051; 1; 3.9406519331786294e-01
3035; 1; 3.8576008923260563e-01
3050; 1; 3.6158608325166997e-01
3059; 1; 3.5588571455328566e-01
3098; 1; 3.4981839072734650e-01
3116; 1; 3.4577070394949327e-01
2956; 1; 3.3244897182135863e-01
3115; 1; 3.1365315229265478e-01
3071; 1; 3.0927022452069741e-01
1896; 1; 3.0348301529458499e-01
3104; 1; 2.9730667751095424e-01
3090; 1; 2.7549657348176149e-01
3123; 1; 2.5522278076550947e-01
3057; 1; 2.4266691411648567e-01
3037; 1; 2.0000853575522931e-01
3124; 1; 1.9872139856362164e-01
1082; 1; 1.8971005213174252e-01
3065; 1; 1.6443632548069606e-01
3082; 1; 1.6091235804422316e-01
490; 1; 1.5251978794060839e-01
3111; 1; 1.5089633097209074e-01
3039; 1; 1.2692156015603276e-01
3100; 1; 1.2030477577570917e-01
732; 1; 1.1419617641268594e-01
3107; 1; 1.0553471094892500e-01
3033; 1; 8.0446255247047085e-02
3055; 1; 5.6874182885134926e-02
1975; 1; 4.8878619988985003e-02
3062; 1; 2.9556475572886207e-03
# FractureId; NumTraces
38; 79
# TraceId; Tips; Length
1083; 0; 9.6495205279464868e-01
3168; 0; 9.1095580010759725e-01
360; 0; 8.9674523441064313e-01
3178; 0; 8.9597278002924741e-01
3157; 0; 8.9402920453814916e-01
3183; 0; 6.8458254297475096e-01
3140; 0; 4.0100960126858692e-01
3153; 0; 3.3455017652749713e-01
3147; 0; 2.7398553012405763e-01
3145; 0; 2.2459990062292629e-01
2693; 0; 8.0128879078110046e-02
3173; 0; 3.2805503553121874e-02
3146; 1; 1.4397654715820543e+00
1619; 1; 1.3093696254450711e+00
3167; 1; 1.1535222173231579e+00
3154; 1; 1.1148586231407103e+00
3149; 1; 1.0758086686037041e+00
1688; 1; 9.1581466546989299e-01
2517; 1; 9.0870313188404361e-01
3180; 1; 9.0006832605311793e-01
3175; 1; 8.8959974480984716e-01
3138; 1; 8.7249195982398542e-01
3135; 1; 8.6912559114465870e-01
3139; 1; 8.6012376381515787e-01
3172; 1; 8.5905422847425950e-01
3126; 1; 7.9793524916436354e-01
3125; 1; 7.8704349845390975e-01
3181; 1; 7.7992375723067742e-01
3182; 1; 7.6839169903891036e-01
3164; 1; 7.4015300424602359e-01
1317; 1; 7.2813107734974059e-01
3152; 1; 7.1137124743785318e-01
3148; 1; 6.8931468954099773e-01
3165; 1; 6.5169300608617808e-01
3150; 1; 6.3256488093078778e-01
3127; 1; 6.2928477811078276e-01
3176; 1; 6.2541472932907671e-01
3184; 1; 6.2198871988568027e-01
3151; 1; 6.1261307500462137e-01
3170; 1; 6.0837459116478065e-01
3158; 1; 6.0355324536120736e-01
3129; 1; 6.0289567895002660e-01
3159; 1; 5.9922330104575516e-01
3156; 1; 5.6667832496628712e-01
865; 1; 5.4487270921986541e-01
3169; 1; 5.2260206747145632e-01
3132; 1; 5.1676111757720899e-01
3137; 1; 4.6414872021246495e-01
491; 1; 4.4705719306956043e-01
3133; 1; 4.4388584919225205e-01
22; 1; 4.4053944327913414e-01
1165; 1; 4.1879767413032259e-01
3141; 1; 4.0122078569293557e-01
224; 1; 3.8251207423681927e-01
3160; 1; 3.7440559150672226e-01
2335; 1; 3.7169645386712158e-01
2037; 1; 3.4941532145709925e-01
3142; 1; 3.2822902680847871e-01
2914; 1; 3.0528507922629738e-01
3162; 1; 2.6668508096374660e-01
3143; 1; 2.4290953639952001e-01
1246; 1; 2.3972448628107457e-01
3136; 1; 2.2516319657952785e-01
3171; 1; 1.9038653465510996e-01
3174; 1; 1.8999662967034536e-01
3179; 1; 1.8715091801566305e-01
3134; 1; 1.8616134095709647e-01
3144; 1; 1.8435087082067989e-01
3131; 1; 1.8126510253148262e-01
3163; 1; 1.6032776003501922e-01
3155; 1; 1.5863582053035888e-01
1517; 1; 1.1718935410670069e-01
3130; 1; 1.1262012805936764e-01
3166; 1; 1.1172030883305474e-01
3177; 1; 1.0768171179900954e-01
3128; 1; 5.1123090223988060e-02
967; 1; 4.3186851736486308e-02
3185; 1; 1.3754552680334950e-02
3161; 1; 8.4365395938482742e-03
# FractureId; NumTraces
39; 53
# TraceId; Tips; Length
3203; 0; 7.5559155725977989e-01
3200; 0; 4.5509862909270427e-01
3190; 0; 3.6846908864037337e-01
3229; 0; 3.4930750231823532e-01
3193; 0; 2.6881653728760013e-01
2957; 0; 1.3604798057970593e-01
3207; 1; 9.8834263719311710e-01
3204; 1; 8.2980831987779735e-01
3218; 1; 7.7108251709201303e-01
3187; 1; 7.5820869583111283e-01
3227; 1; 6.4088250933566793e-01
3213; 1; 6.3398880171456795e-01
3192; 1; 6.1042739230330922e-01
3212; 1; 5.9484066924060108e-01
3211; 1; 5.5565284197399112e-01
3198; 1; 5.0535098915462895e-01
3206; 1; 4.9123034268420135e-01
968; 1; 4.8827202150528987e-01
3186; 1; 4.8253029560022248e-01
3194; 1; 4.7058680201693731e-01
3228; 1; 4.1491355033593619e-01
3223; 1; 3.9212157378300999e-01
3209; 1; 3.8838717861499145e-01
3214; 1; 3.7244609397421241e-01
3188; 1; 3.4759222077753543e-01
3216; 1; 3.3260129154482687e-01
3202; 1; 3.2583201376394316e-01
2336; 1; 3.1989932679590738e-01
3221; 1; 3.1508552835756748e-01
3225; 1; 3.0216723736348600e-01
3215; 1; 2.8833645810248915e-01
3210; 1; 2.8774993909101793e-01
1779; 1; 2.8622628519656929e-01
3189; 1; 2.8591155762965953e-01
3222; 1; 2.8386611635306036e-01
3219; 1; 2.6680903810694223e-01
3208; 1; 2.3430905464302487e-01
3197; 1; 2.3233693576991449e-01
3196; 1; 1.9492982522117802e-01
3191; 1; 1.7529495926849084e-01
2694; 1; 1.2584606906595353e-01
3226; 1; 9.4073770838599871e-02
3201; 1; 8.8767495374609540e-02
3033; 1; 8.0446255247047085e-02
3231; 1; 7.1589165274223251e-02
3195; 1; 6.6985730006920652e-02
3220; 1; 6.6650030629860926e-02
225; 1; 5.8847979301030237e-02
3230; 1; 3.5129359486808516e-02
3199; 1; 2.6438619790354348e-02
3205; 1; 2.3216179683101194e-02
3224; 1; 1.6918201926261676e-02
3217; 1; 1.2278195412099275e-02
# FractureId; NumTraces
40; 89
# TraceId; Tips; Length
3263; 0; 1.2940497375849149e+00
3272; 0; 1.0591694383552670e+00
3283; 0; 9.4180370118083256e-01
3261; 0; 8.6726104004658611e-01
2518; 0; 5.1389886945578378e-01
3233; 0; 3.7597041957503569e-01
3251; 0; 2.3413691367383663e-01
3268; 0; 2.1948434834636427e-01
3234; 0; 1.6305010167086859e-01
3266; 0; 1.2694756856519968e-01
3245; 0; 1.0617737665466935e-01
3239; 0; 9.5695042532486105e-02
3279; 0; 9.1165612796884954e-02
3271; 0; 5.5834778749146531e-02
133; 0; 4.9104828365010754e-02
3232; 1; 1.2912508144013464e+00
3257; 1; 1.1358875628732581e+00
3267; 1; 1.1302351544972478e+00
3286; 1; 1.0533482099033005e+00
3294; 1; 1.0370481695220286e+00
3291; 1; 1.0202472036265609e+00
3236; 1; 9.9958453950869486e-01
3254; 1; 9.8942195900862973e-01
3296; 1; 9.8412211868372024e-01
3260; 1; 9.7046214481603965e-01
3255; 1; 9.1538194593496403e-01
3249; 1; 9.1024981751591882e-01
733; 1; 8.9288338458604355e-01
3275; 1; 8.9184715401036052e-01
3244; 1; 8.7094219966867958e-01
3280; 1; 8.6844342981437639e-01
3297; 1; 8.1409600219077949e-01
3256; 1; 8.1290062002624830e-01
3242; 1; 7.7726089658055841e-01
3243; 1; 7.7216230320087476e-01
2337; 1; 7.6951356802863868e-01
2838; 1; 7.5449941478403637e-01
2958; 1; 7.1650873511186020e-01
1897; 1; 7.0263597300992975e-01
3248; 1; 6.8197505430535099e-01
2140; 1; 6.8027627399546919e-01
3284; 1; 6.6475177376135008e-01
361; 1; 6.5434918184911617e-01
3285; 1; 6.5179877267060937e-01
969; 1; 6.4108536234123770e-01
1838; 1; 6.1529113299539995e-01
3290; 1; 6.0727685976394219e-01
3264; 1; 5.9990065161594286e-01
3289; 1; 5.6987500291722615e-01
3277; 1; 5.5171081297486035e-01
3273; 1; 5.5007775451001129e-01
3299; 1; 5.5003862012324378e-01
3247; 1; 5.3349780970191318e-01
3258; 1; 5.1585683909153035e-01
3270; 1; 5.0899587772286048e-01
3274; 1; 5.0056166105758970e-01
3238; 1; 4.9695253388666638e-01
3186; 1; 4.8253029560022248e-01
3246; 1; 4.5566821911735961e-01
2038; 1; 4.4550222189429733e-01
3287; 1; 4.4517081890700760e-01
23; 1; 4.4025488318630634e-01
3288; 1; 4.3207135956900938e-01
3240; 1; 4.2129599233465392e-01
3237; 1; 4.1866695590614389e-01
3293; 1; 4.1329632411987011e-01
3250; 1; 4.1282740424402314e-01
3235; 1; 3.9297001544213972e-01
3241; 1; 3.7833886245684384e-01
3259; 1; 3.6273636256167813e-01
3252; 1; 3.4548349816265445e-01
3253; 1; 3.4436650683010411e-01
1166; 1; 3.0849349808640331e-01
3292; 1; 2.9446825473244526e-01
3269; 1; 2.4715263980934726e-01
1976; 1; 2.3518228142525352e-01
1572; 1; 2.2926415033835004e-01
1518; 1; 2.2188899853281058e-01
1780; 1; 2.1751815718497228e-01
3282; 1; 1.8107144633722969e-01
3265; 1; 1.6536079072227250e-01
3276; 1; 1.3925468340215716e-01
3262; 1; 1.1546297955947769e-01
3278; 1; 1.0627290362898101e-01
3281; 1; 8.3694324874377765e-02
3295; 1; 7.6784746597861012e-02
3298; 1; 7.3427593854814149e-02
226; 1; 3.7913378813883077e-02
1620; 1; 2.7072387523042751e-02
# FractureId; NumTraces
41; 132
# TraceId; Tips; Length
1084; 0; 3.0619652234710781e-01
3372; 0; 2.0004835747279034e-01
3359; 0; 1.4818005552745578e-01
3378; 0; 1.4750499636990203e-01
3314; 0; 3.5329487337600537e-02
3393; 1; 1.3760994310682402e+00
3232; 1; 1.2912508144013464e+00
3306; 1; 1.2867328271621972e+00
3401; 1; 1.2150954220731731e+00
3342; 1; 1.1981179768201848e+00
3380; 1; 1.1954709563288810e+00
3339; 1; 1.1514292989835768e+00
3369; 1; 1.1289192332251197e+00
3381; 1; 1.0948630077640324e+00
3367; 1; 1.0882489965891580e+00
3376; 1; 1.0258040074665298e+00
3341; 1; 1.0196022357168011e+00
2255; 1; 1.0037562932982242e+00
3349; 1; 9.8450265787669322e-01
2839; 1; 9.6071589932252344e-01
970; 1; 9.1886805167534324e-01
3317; 1; 9.0675216110606982e-01
2141; 1; 8.7725254606958081e-01
3337; 1; 8.7004950752089194e-01
3303; 1; 8.6219393062507199e-01
3366; 1; 8.4417438249811483e-01
362; 1; 8.0434754071899517e-01
3396; 1; 7.9985704833421445e-01
3318; 1; 7.9803173620528378e-01
3321; 1; 7.7181403676102212e-01
3343; 1; 7.6552882593802585e-01
3356; 1; 7.5980049395863480e-01
3187; 1; 7.5820869583111283e-01
3385; 1; 7.4159293009976590e-01
3325; 1; 7.3447702671647419e-01
3313; 1; 7.3122796579991689e-01
3346; 1; 7.1370943504209483e-01
3333; 1; 7.1244243116014561e-01
1898; 1; 7.1071390311954974e-01
3400; 1; 7.0948522504210298e-01
3305; 1; 6.9730369774689094e-01
2959; 1; 6.9651130753993229e-01
3406; 1; 6.5697575540586306e-01
3310; 1; 6.4930480689971570e-01
3309; 1; 6.4106134950222804e-01
3388; 1; 6.3623559320305700e-01
3383; 1; 6.3395188544136183e-01
3312; 1; 6.3268437329876692e-01
2338; 1; 6.2275578567255918e-01
3351; 1; 6.1136465493652181e-01
3403; 1; 5.8812570964063005e-01
3336; 1; 5.8602045330854935e-01
3315; 1; 5.8373263521778929e-01
3386; 1; 5.7983668245540798e-01
3397; 1; 5.7982228499039401e-01
227; 1; 5.6921976690799714e-01
3395; 1; 5.5247356069058751e-01
3347; 1; 5.4859960733662927e-01
3370; 1; 5.3977463429678552e-01
1422; 1; 5.2538518309314264e-01
3328; 1; 5.2509318231029467e-01
3326; 1; 5.2098524254644452e-01
3034; 1; 5.1669564961306458e-01
3353; 1; 5.0545561997296273e-01
3301; 1; 5.0206781339594242e-01
3375; 1; 4.9720174096661501e-01
3320; 1; 4.8409745581128144e-01
3358; 1; 4.8072937953132522e-01
3405; 1; 4.7159027240089552e-01
2695; 1; 4.7039254988132140e-01
3348; 1; 4.5955896461167706e-01
3323; 1; 4.5828868632248337e-01
3362; 1; 4.5424217744552509e-01
3302; 1; 4.3831142166794346e-01
3404; 1; 4.3089603209496963e-01
3377; 1; 4.2517536455582977e-01
3361; 1; 4.1542358686676811e-01
3384; 1; 4.0385161360581434e-01
1781; 1; 3.8722215294318529e-01
3365; 1; 3.7348528177689533e-01
3332; 1; 3.7072739212046252e-01
3371; 1; 3.6666473715970510e-01
3387; 1; 3.6299904780692438e-01
3402; 1; 3.6208183386843595e-01
1573; 1; 3.6201439580054795e-01
3379; 1; 3.5908251478229331e-01
3354; 1; 3.5879096544514932e-01
1519; 1; 3.5585043399244998e-01
3355; 1; 3.5564760588687905e-01
3373; 1; 3.5331878015134432e-01
3399; 1; 3.5288645229846149e-01
3330; 1; 3.4174566794968364e-01
3368; 1; 3.3548217232011041e-01
3338; 1; 3.3237071742014068e-01
645; 1; 3.2967767538935416e-01
3335; 1; 3.2584594974387721e-01
3327; 1; 3.2182404531983960e-01
3345; 1; 3.2059301584833166e-01
2519; 1; 3.1332133942762275e-01
3340; 1; 3.0234619859651857e-01
3319; 1; 2.9948071125140530e-01
3350; 1; 2.8898794712015125e-01
3364; 1; 2.8841924501385280e-01
3352; 1; 2.8698326507239996e-01
3324; 1; 2.8106458952469499e-01
3316; 1; 2.7825918174898134e-01
492; 1; 2.7469260275227014e-01
3389; 1; 2.7290662576316410e-01
3300; 1; 2.6261644418215307e-01
3390; 1; 2.5968982044900929e-01
3334; 1; 2.5327168099899761e-01
3331; 1; 2.3160901310592821e-01
3363; 1; 2.2277481097344715e-01
3374; 1; 2.1203669849326284e-01
1689; 1; 2.0451471986348357e-01
3307; 1; 1.9806390030186713e-01
24; 1; 1.8281592019467294e-01
3407; 1; 1.6483478068109408e-01
3344; 1; 1.4668398496687646e-01
3311; 1; 1.3542569197002061e-01
3398; 1; 1.1901638304516318e-01
3382; 1; 9.9588967412482035e-02
3304; 1; 9.7263434682792901e-02
1247; 1; 9.7122343786842966e-02
3308; 1; 7.5809547645145414e-02
3357; 1; 6.9620595292633314e-02
3360; 1; 6.3808312091412911e-02
3394; 1; 5.7346124390262897e-02
3391; 1; 4.7704494983485918e-02
3322; 1; 1.5690914310162677e-02
3392; 1; 1.5287157612883589e-02
3329; 1; 8.4894477014445940e-03
# FractureId; NumTraces
42; 75
# TraceId; Tips; Length
3436; 0; 7.1261899963194153e-01
3460; 0; 7.0763373699617038e-01
3434; 0; 6.7490161997218912e-01
3442; 0; 6.6305407041974485e-01
1318; 0; 6.6147599320810890e-01
3450; 0; 6.4838132156393502e-01
1621; 0; 6.4333691687344086e-01
3420; 0; 6.4082358601113354e-01
3437; 0; 6.3592701092126480e-01
2696; 0; 6.3293421807917005e-01
3427; 0; 6.2864825495728605e-01
3451; 0; 5.3348292322464586e-01
3408; 0; 5.0526558244617903e-01
3416; 0; 3.5365962932457712e-01
3439; 0; 2.5851901441733327e-01
3448; 0; 2.1005118936420963e-01
3446; 0; 1.3823621603779740e-01
3432; 0; 1.0720379966792419e-01
3458; 0; 4.5532210257665838e-03
3462; 1; 9.3917802517611981e-01
866; 1; 9.2680501372780277e-01
3410; 1; 8.1979163388073750e-01
3125; 1; 7.8704349845390975e-01
363; 1; 7.5662190736293666e-01
3428; 1; 7.3484716473233558e-01
3430; 1; 7.2148791496404874e-01
3413; 1; 7.2016203527173717e-01
3419; 1; 6.9916363688440475e-01
1690; 1; 6.4784212256694373e-01
3463; 1; 6.1292794787434834e-01
3456; 1; 6.0865105297340028e-01
3411; 1; 6.0697656032811687e-01
3409; 1; 5.9734383815605918e-01
3444; 1; 5.6064383033990128e-01
2142; 1; 5.3834550958162430e-01
3435; 1; 5.2223513294635060e-01
3429; 1; 4.8292469404493299e-01
3433; 1; 4.7772769728695019e-01
1085; 1; 4.7316668132940531e-01
3464; 1; 4.6867196390532151e-01
3455; 1; 4.6209503288837928e-01
3425; 1; 4.4357118820047953e-01
3417; 1; 4.4214124525427007e-01
2039; 1; 4.3516090843518496e-01
3426; 1; 4.1909459305433949e-01
3457; 1; 4.1370413914468934e-01
25; 1; 4.0203555917989875e-01
3441; 1; 3.9580879524912344e-01
3421; 1; 3.8131839309878990e-01
3412; 1; 3.4924945278491087e-01
3445; 1; 3.2712224627950098e-01
3422; 1; 3.2467057547810402e-01
3466; 1; 3.2192849359176262e-01
1167; 1; 2.9320824439701182e-01
3453; 1; 2.7648749410362333e-01
3423; 1; 2.5733866586696436e-01
3415; 1; 2.5041375913597724e-01
3449; 1; 2.4946629700098980e-01
3459; 1; 2.4246636425423307e-01
3418; 1; 2.4016470847721796e-01
493; 1; 2.2553822144118152e-01
3461; 1; 2.1905999900233164e-01
134; 1; 2.1656228151199405e-01
2520; 1; 1.9476517739030563e-01
3454; 1; 1.8116458430918952e-01
3414; 1; 1.4830996191072088e-01
3431; 1; 1.1765041121618906e-01
3440; 1; 1.1566502532177318e-01
3452; 1; 1.1427930161716214e-01
3443; 1; 8.9231326937092612e-02
3424; 1; 6.7448908461751028e-02
3438; 1; 4.7339028441955963e-02
3447; 1; 4.3131695489724543e-02
1977; 1; 2.9280181255741194e-02
3465; 1; 1.1523990066409107e-02
# FractureId; NumTraces
43; 45
# TraceId; Tips; Length
3469; 0; 9.1726894560507977e-01
3492; 0; 8.9788587293015476e-01
3497; 0; 7.0444655633071873e-01
1691; 0; 6.0225884999770141e-01
1086; 0; 5.6531959271627941e-01
3486; 0; 4.8412450839581728e-01
3490; 0; 2.9263452319045991e-01
494; 0; 2.7713688419203403e-01
3482; 0; 2.6549078588454972e-01
3489; 0; 2.2246370504019083e-01
3468; 0; 2.1535587693109204e-01
3473; 0; 1.2182840606087526e-01
3479; 0; 4.6178578508471138e-02
3480; 1; 9.3095431055085620e-01
2915; 1; 8.1215181851399143e-01
3126; 1; 7.9793524916436354e-01
3485; 1; 6.0379709616002453e-01
1622; 1; 5.4357205036356837e-01
