#FractureId
0
Id,X,Y,Z
11;4.3337784910253879e-01;7.4711687197911669e-01;2.2315579594946003e-01
12;4.3699851962584874e-01;7.3542361185044580e-01;2.3199304829106965e-01
13;5.8999373624669160e-01;4.4144071689489961e-01;4.4396472196018011e-01
14;2.8360652618849624e-01;1.0301689201659980e+00;1.9471648638845068e-02
15;4.3160882271202827e-01;7.4578000557734647e-01;2.2452573590951302e-01
16;4.3699851962584874e-01;7.3542361185044580e-01;2.3199304829106965e-01
17;4.3160882271202827e-01;7.4578000557734647e-01;2.2452573590951302e-01
18;4.4649686956593276e-01;7.0474791414642390e-01;2.5517639193043545e-01
19;4.5052494462891346e-01;7.0943236064938930e-01;2.5073362481594313e-01
20;2.7533021813783221e-01;5.0568980098570959e-01;4.4396472337225579e-01
21;4.4649686956593276e-01;7.0474791414642390e-01;2.5517639193043545e-01
22;1.9507930181433392e-01;5.2207571101027728e-01;4.4396472315676255e-01
23;1.9657573699296141e-01;5.5047288284398965e-01;4.2080846461287880e-01
24;2.2251146963200158e-01;1.0426435207058702e+00;1.9471648229358651e-02
25;1.9754663510348663e-01;5.6889717603849954e-01;4.0578451436886553e-01
26;1.9657573786426297e-01;5.5047289937828436e-01;4.2080845113011345e-01
27;1.9754663510348663e-01;5.6889717603849954e-01;4.0578451436886553e-01
28;7.1251418498259977e-01;4.1642405770889507e-01;4.4396473006891968e-01
29;1.0881373082362662e+00;4.4643030085536650e-01;3.5788140859061351e-01

#FractureId
4
Id,X,Y,Z
0;8.6689626092990846e-01;1.1190198382765304e-01;-6.6465853981275497e-02
1;8.0672711150466425e-01;1.0396692815319040e+00;-6.6465853981275497e-02
2;3.0948801747596738e-01;1.0074214825173036e+00;3.0215171453688017e-01
3;3.6965716690121142e-01;7.9654184813052531e-02;3.0215171453688022e-01
4;3.8093142507956951e-01;1.0120548523369961e+00;2.4918867218575286e-01
5;5.6302451376132046e-01;9.2194773708352107e-02;1.5880296727803794e-01
6;8.0737064196586994e-01;1.0297464768493445e+00;-6.6465853821595200e-02
7;4.3337785373425325e-01;7.4711687547934358e-01;2.2315579236264016e-01
8;3.3136923093103038e-01;6.7002807241578666e-01;3.0215171471972946e-01
9;4.3337785373425319e-01;7.4711687547934358e-01;2.2315579236264022e-01
10;8.5173955803185131e-01;3.4560801167107480e-01;-6.6465853679748860e-02
11;5.1237434378813274e-01;3.4805879373369092e-01;1.8394423613604621e-01
12;3.2254187214133107e-01;8.0613991012051522e-01;3.0215171576112837e-01
13;4.3160882291091557e-01;7.4578000433254676e-01;2.2452573750743327e-01
14;4.3389270526042734e-01;7.4451605661534537e-01;2.2290023500327194e-01
15;4.3160882291091557e-01;7.4578000433254676e-01;2.2452573750743327e-01
16;8.4046119740082925e-01;5.1951264624408333e-01;-6.6465853503253625e-02
17;4.3389270523301759e-01;7.4451605663051446e-01;2.2290023502278020e-01
18;3.3813028022205699e-01;5.6577743303834283e-01;3.0215170824910220e-01
19;4.4380388527643788e-01;6.9444875424726238e-01;2.1798061681907105e-01

#FractureId
5
Id,X,Y,Z
0;4.1092145039500427e-02;1.4957207729006705e-01;5.9517393895398174e-01
1;5.0655158055665961e-01;5.8719652388187082e-01;5.9517393895398174e-01
2;7.6948017985216643e-01;3.0754441952044154e-01;7.7975750607361827e-01
3;3.0402074433500714e-01;-1.3008002707136235e-01;7.7975750607361827e-01
4;2.0617557652923924e-01;3.0478333825381865e-01;5.9517393852726375e-01
5;5.3871472530697206e-01;9.0578996738427786e-02;7.7975750522835185e-01
6;5.1998413283631584e-01;5.7290961609388358e-01;6.0460397706928715e-01
7;6.2705801426146623e-01;1.7363924454128726e-01;7.7975751040882257e-01
8;4.2509941671820550e-01;5.1061528847993420e-01;5.9517393931368179e-01
9;6.2034982003268757e-01;1.9865367803575185e-01;7.6878408571925205e-01

#FractureId
6
Id,X,Y,Z
0;4.5815734863136615e-02;1.4780009821241009e+00;1.9918095081476878e-01
1;-2.4078841883340674e-01;4.5712238190149840e-01;1.9918095081476878e-01
2;3.5305869274491009e-01;2.9040417583671407e-01;5.4451429376263860e-01
3;6.3966284644145355e-01;1.3112827760593166e+00;5.4451429376263871e-01
4;1.6201266908964554e-01;3.4403894032329363e-01;4.3341741265704259e-01
5;3.3813088380282780e-01;1.3959356540157191e+00;3.6916774663097224e-01
6;3.2840547089573213e-01;1.3378489228994164e+00;3.7271567471004885e-01
7;3.1218824962067426e-01;1.4032188579206395e+00;3.5408161345269978e-01
8;4.7792179209489910e-01;7.3516415738819052e-01;5.4451429797257989e-01
9;3.2840547089573213e-01;1.3378489228994164e+00;3.7271567471004885e-01
10;-2.4726520817623804e-02;1.2267308074042040e+00;1.9918094898725144e-01
11;2.4196096101174058e-01;8.2154398158762965e-01;4.0425149403194427e-01
12;4.2436811103953576e-01;5.4440696106073649e-01;5.4451429684389940e-01
13;2.4196096101174058e-01;8.2154398158762965e-01;4.0425149403194427e-01
14;1.5875416901495382e-01;3.4495373881794561e-01;4.3152253336193458e-01
15;1.6322764861414590e-01;3.5129564748384484e-01;4.3297417152479811e-01
16;3.6406877043631725e-01;6.3602166952337713e-01;4.9814684765861522e-01
17;1.6322764861414596e-01;3.5129564748384495e-01;4.3297417152479811e-01
18;4.6649432097623134e-01;7.8122709008590763e-01;5.3138380218566783e-01
19;3.6406877043631725e-01;6.3602166952337713e-01;4.9814684765861522e-01
20;-1.1934776946234807e-01;8.8969167470985377e-01;1.9918095295827831e-01
21;1.9657574136584616e-01;5.5047287928395461e-01;4.2080846676464506e-01
22;1.9657574136584616e-01;5.5047287928395461e-01;4.2080846676464506e-01
23;2.5754563929209451e-01;4.8500723768746912e-01;4.6358023407945814e-01

#FractureId
7
Id,X,Y,Z
0;4.7555545396717502e-01;7.4375968596190478e-01;2.5236863514713970e-01
1;-2.0816650937053482e-01;-1.8594036404610537e-01;2.5236863514713970e-01
2;-2.7332867797403376e-01;-1.3801866515779926e-01;1.0174676300177388e+00
3;4.1039328536367614e-01;7.9168138485021100e-01;1.0174676300177388e+00
4;4.4629359067258179e-01;7.0397047744283636e-01;2.5236863514713970e-01
5;4.5973893666126048e-01;7.5539147913657412e-01;4.3807751010277940e-01
6;1.1957389128188417e-01;2.5970901276892472e-01;2.5236863514713970e-01
7;3.0450427171905553e-01;6.4769738761231910e-01;1.0174676300177388e+00
8;2.1090344267377242e-01;4.5132059728576857e-01;6.3021970650263670e-01
9;4.2463911630491202e-01;7.8120467778754110e-01;8.5020073045092037e-01
10;-1.5622028237199270e-01;-1.1530578945448999e-01;2.5236863663093234e-01
11;2.1090344267377242e-01;4.5132059728576857e-01;6.3021970650263670e-01
12;1.6322765843213710e-01;3.5129566140249635e-01;4.3297417471072319e-01
13;4.5218759663140684e-01;7.6094490547072324e-01;5.2674128921919172e-01
14;-4.7035123254728750e-02;5.3212854109298768e-02;3.6474418251815388e-01
15;1.6322765843213710e-01;3.5129566140249635e-01;4.3297417471072319e-01
16;4.4995360538545215e-01;7.0894723121709702e-01;2.5236863514713970e-01
17;4.4692175022673669e-01;7.0637285664899574e-01;2.6104495120476134e-01
18;3.6406877445327362e-01;6.3602167476302296e-01;4.9814684641192020e-01
19;4.4692175022673669e-01;7.0637285664899574e-01;2.6104495120476134e-01
20;2.8961021681904137e-01;5.7279826628321762e-01;7.1122627976550667e-01
21;3.6406877445327362e-01;6.3602167476302285e-01;4.9814684641192020e-01
22;4.4904254884069300e-01;7.0770840971561466e-01;2.5236863388493858e-01
23;4.4649686873316580e-01;7.0474791317795826e-01;2.5517639284893612e-01
24;2.5754562979002033e-01;4.8500722894075421e-01;4.6358024270122622e-01
25;4.4649686873316580e-01;7.0474791317795826e-01;2.5517639284893612e-01
26;4.0063103395449623e-01;6.4188020775836618e-01;2.5236863655251573e-01
27;1.7080193349051584e-01;3.6203346652398177e-01;4.3543200624147799e-01

#FractureId
8
Id,X,Y,Z
0;4.9492804186059458e-01;3.6306974711677248e-01;7.4730885127456237e-02
1;2.9047556488748671e-01;1.3329262907797839e+00;7.4730885127456237e-02
2;3.7254054446501084e-01;1.3502261568857574e+00;7.3016836467345569e-01
3;5.7699302143811870e-01;3.8036961322274593e-01;7.3016836467345581e-01
4;3.1633348533937011e-01;1.3383773193720852e+00;2.8125320775529622e-01
5;5.0882296823253437e-01;3.6599889385835466e-01;1.8570703560470095e-01
6;3.2768093766366030e-01;1.3407694411249458e+00;3.7188316484905465e-01
7;5.6648985956430475e-01;3.7815547401190008e-01;6.4628159624631254e-01
8;3.7256732079784405e-01;9.4350950026490565e-01;7.4730879251513338e-02
9;4.3337784843627841e-01;7.4711688704588108e-01;2.2315578390392063e-01
10;5.4877825871680308e-01;3.7442174655485339e-01;5.0482238930778278e-01
11;4.3337784843627841e-01;7.4711688704588108e-01;2.2315578390392063e-01
12;3.8328262029738258e-01;8.9267957917257357e-01;7.4730879766077951e-02
13;4.3389270075173769e-01;7.4451606489805522e-01;2.2290022934034026e-01
14;5.5953585253499782e-01;3.7668952232766878e-01;5.9074125846053749e-01
15;4.3699850462079015e-01;7.3542367042337686e-01;2.3199298191159456e-01
16;4.3389270075173769e-01;7.4451606489805522e-01;2.2290022934034026e-01
17;4.3699850462079010e-01;7.3542367042337697e-01;2.3199298191159445e-01
18;5.7190591952398451e-01;3.7929721700520447e-01;6.8953864343798643e-01
19;4.9582829724975608e-01;6.6298489235582836e-01;5.6508939239709066e-01
20;4.6649432358032394e-01;7.8122709262688583e-01;5.3138379658180857e-01
21;4.4692175483872659e-01;7.0637285746923917e-01;2.6104492065741391e-01
22;4.4649687045269726e-01;7.0474791001514958e-01;2.5517636202142469e-01
23;4.4692175483872659e-01;7.0637285746923917e-01;2.6104492065741391e-01
24;4.4380389294552613e-01;6.9444876255743127e-01;2.1798060494989260e-01
25;4.4649687045269726e-01;7.0474791001514958e-01;2.5517636202142463e-01

#FractureId
9
Id,X,Y,Z
0;1.6448621719130441e-01;-9.3016540338354381e-02;4.7999122984809550e-01
1;-2.8340281548114132e-02;5.2500897665488655e-01;4.7999122984809550e-01
2;3.0480226904691443e-01;6.2895082022938342e-01;7.3395089425692905e-01
3;4.9762876778633297e-01;1.0925303236142381e-02;7.3395089425692905e-01
4;6.4940012088508026e-02;2.2603760513256244e-01;4.7999122861848154e-01
5;3.1168965419801914e-01;6.0687613067469437e-01;7.3395088826705490e-01
6;1.4252492180352030e-01;3.4578376371548114e-01;5.5984316645030285e-01
7;4.5619117024867489e-01;1.4373635831749040e-01;7.3395089212579823e-01
8;2.4842593923050477e-01;6.1136117504664811e-01;6.9097435556613696e-01
9;2.1090343184970631e-01;4.5132057762598188e-01;6.3021969472208927e-01
10;1.1812127037935043e-01;5.5587094226224654e-02;4.7999122797005789e-01
11;1.8043441457256312e-01;3.2136445080408532e-01;5.8088570986500188e-01
12;2.1090342947934074e-01;4.5132056751592398e-01;6.3021969088410601e-01
13;1.8043441457256315e-01;3.2136445080408538e-01;5.8088570986500199e-01

